id,group,pdp_page,cta,actions
30346,control,old page,buy btn,view
30864,control,old page,buy btn,click
26345,control,old page,buy btn,click
22022,control,old page,buy btn,view
487633,treatment,new page,order btn,view
497483,treatment,new page,order btn,view
571884,treatment,new page,order btn,click
32853,control,old page,buy btn,click
490986,treatment,new page,order btn,click
40120,control,old page,buy btn,click
646390,treatment,new page,order btn,view
27127,control,old page,buy btn,view
544429,treatment,new page,order btn,view
17756,control,old page,buy btn,view
496330,treatment,new page,order btn,view
632034,treatment,new page,order btn,click
14226,control,old page,buy btn,view
465522,treatment,new page,order btn,view
647648,treatment,new page,order btn,view
525462,treatment,new page,order btn,view
21826,control,old page,buy btn,view
43270,control,old page,buy btn,view
672588,treatment,new page,order btn,view
38544,control,old page,buy btn,view
44155,control,old page,buy btn,view
12961,control,old page,buy btn,click
575552,treatment,new page,order btn,view
524519,treatment,new page,order btn,view
16434,control,old page,buy btn,view
469504,treatment,new page,order btn,view
35877,control,old page,buy btn,click
19929,control,old page,buy btn,click
630148,treatment,new page,order btn,view
621241,treatment,new page,order btn,click
579324,treatment,new page,order btn,view
24965,control,old page,buy btn,view
45041,control,old page,buy btn,click
571570,treatment,new page,order btn,view
662004,treatment,new page,order btn,view
494863,treatment,new page,order btn,view
34923,control,old page,buy btn,click
18216,control,old page,buy btn,view
33899,control,old page,buy btn,view
21217,control,old page,buy btn,view
25598,control,old page,buy btn,view
637378,treatment,new page,order btn,view
42304,control,old page,buy btn,view
40499,control,old page,buy btn,view
14859,control,old page,buy btn,view
557842,treatment,new page,order btn,click
449594,treatment,new page,order btn,view
664414,treatment,new page,order btn,click
514878,treatment,new page,order btn,view
39855,control,old page,buy btn,view
17986,control,old page,buy btn,view
44017,control,old page,buy btn,view
29473,control,old page,buy btn,click
36935,control,old page,buy btn,click
44742,control,old page,buy btn,view
44983,control,old page,buy btn,view
633396,treatment,new page,order btn,view
561824,treatment,new page,order btn,view
561720,treatment,new page,order btn,click
566330,treatment,new page,order btn,click
552184,treatment,new page,order btn,view
562244,treatment,new page,order btn,view
439429,treatment,new page,order btn,view
610552,treatment,new page,order btn,view
37993,control,old page,buy btn,view
44454,control,old page,buy btn,view
12651,control,old page,buy btn,view
41660,control,old page,buy btn,view
31692,control,old page,buy btn,view
24356,control,old page,buy btn,click
26253,control,old page,buy btn,view
457663,treatment,new page,order btn,view
39809,control,old page,buy btn,view
484908,treatment,new page,order btn,click
529025,treatment,new page,order btn,view
24183,control,old page,buy btn,view
469189,treatment,new page,order btn,view
525986,treatment,new page,order btn,view
45696,control,old page,buy btn,click
32474,control,old page,buy btn,click
653307,treatment,new page,order btn,view
521375,treatment,new page,order btn,click
485222,treatment,new page,order btn,view
637902,treatment,new page,order btn,view
35704,control,old page,buy btn,click
656974,treatment,new page,order btn,view
530911,treatment,new page,order btn,view
15387,control,old page,buy btn,view
29875,control,old page,buy btn,click
46133,control,old page,buy btn,click
27621,control,old page,buy btn,click
15284,control,old page,buy btn,view
31071,control,old page,buy btn,view
473172,treatment,new page,order btn,click
460178,treatment,new page,order btn,view
510791,treatment,new page,order btn,view
22712,control,old page,buy btn,click
456615,treatment,new page,order btn,view
443201,treatment,new page,order btn,view
546525,treatment,new page,order btn,view
503875,treatment,new page,order btn,click
459234,treatment,new page,order btn,view
568426,treatment,new page,order btn,click
46076,control,old page,buy btn,view
634968,treatment,new page,order btn,view
18710,control,old page,buy btn,click
15962,control,old page,buy btn,click
622708,treatment,new page,order btn,view
25103,control,old page,buy btn,view
29162,control,old page,buy btn,click
44086,control,old page,buy btn,view
14836,control,old page,buy btn,click
660747,treatment,new page,order btn,view
29484,control,old page,buy btn,click
44282,control,old page,buy btn,view
21389,control,old page,buy btn,view
573037,treatment,new page,order btn,view
31577,control,old page,buy btn,view
41166,control,old page,buy btn,view
41304,control,old page,buy btn,view
25207,control,old page,buy btn,view
457558,treatment,new page,order btn,view
38441,control,old page,buy btn,click
519489,treatment,new page,order btn,click
46398,control,old page,buy btn,view
499788,treatment,new page,order btn,view
40522,control,old page,buy btn,view
26058,control,old page,buy btn,view
462273,treatment,new page,order btn,view
602378,treatment,new page,order btn,view
44730,control,old page,buy btn,view
587184,treatment,new page,order btn,view
463007,treatment,new page,order btn,view
446450,treatment,new page,order btn,view
513306,treatment,new page,order btn,view
26449,control,old page,buy btn,click
516136,treatment,new page,order btn,view
32025,control,old page,buy btn,view
40005,control,old page,buy btn,click
41235,control,old page,buy btn,view
25989,control,old page,buy btn,view
25862,control,old page,buy btn,view
616630,treatment,new page,order btn,click
604684,treatment,new page,order btn,view
663471,treatment,new page,order btn,view
480926,treatment,new page,order btn,view
652887,treatment,new page,order btn,view
27345,control,old page,buy btn,view
21654,control,old page,buy btn,view
35624,control,old page,buy btn,view
575342,treatment,new page,order btn,click
22436,control,old page,buy btn,view
677408,treatment,new page,order btn,view
589384,treatment,new page,order btn,view
655507,treatment,new page,order btn,click
21539,control,old page,buy btn,click
30611,control,old page,buy btn,view
575028,treatment,new page,order btn,click
458396,treatment,new page,order btn,view
34279,control,old page,buy btn,click
31761,control,old page,buy btn,view
33531,control,old page,buy btn,view
533845,treatment,new page,order btn,view
574818,treatment,new page,order btn,view
36164,control,old page,buy btn,view
39223,control,old page,buy btn,view
22620,control,old page,buy btn,click
39234,control,old page,buy btn,click
40200,control,old page,buy btn,view
624280,treatment,new page,order btn,click
503770,treatment,new page,order btn,view
459654,treatment,new page,order btn,view
24712,control,old page,buy btn,click
607618,treatment,new page,order btn,view
605732,treatment,new page,order btn,click
46582,control,old page,buy btn,view
666615,treatment,new page,order btn,click
636435,treatment,new page,order btn,view
657603,treatment,new page,order btn,view
36371,control,old page,buy btn,click
22378,control,old page,buy btn,view
33807,control,old page,buy btn,click
455776,treatment,new page,order btn,click
642618,treatment,new page,order btn,view
567378,treatment,new page,order btn,view
27702,control,old page,buy btn,view
464264,treatment,new page,order btn,view
531749,treatment,new page,order btn,view
45478,control,old page,buy btn,view
595043,treatment,new page,order btn,click
437228,treatment,new page,order btn,view
34106,control,old page,buy btn,click
584145,treatment,new page,order btn,view
28978,control,old page,buy btn,view
627528,treatment,new page,order btn,view
38843,control,old page,buy btn,view
45857,control,old page,buy btn,view
12513,control,old page,buy btn,view
598396,treatment,new page,order btn,click
21953,control,old page,buy btn,view
14698,control,old page,buy btn,view
446660,treatment,new page,order btn,view
38085,control,old page,buy btn,view
14410,control,old page,buy btn,click
31439,control,old page,buy btn,view
523157,treatment,new page,order btn,click
601016,treatment,new page,order btn,click
668501,treatment,new page,order btn,view
40982,control,old page,buy btn,view
40798,control,old page,buy btn,view
13985,control,old page,buy btn,view
29289,control,old page,buy btn,view
601854,treatment,new page,order btn,view
19550,control,old page,buy btn,view
476106,treatment,new page,order btn,view
44351,control,old page,buy btn,view
39970,control,old page,buy btn,view
16261,control,old page,buy btn,view
38073,control,old page,buy btn,view
643456,treatment,new page,order btn,view
588441,treatment,new page,order btn,view
28265,control,old page,buy btn,click
519175,treatment,new page,order btn,view
450432,treatment,new page,order btn,view
30208,control,old page,buy btn,view
17354,control,old page,buy btn,view
524833,treatment,new page,order btn,click
621345,treatment,new page,order btn,view
39844,control,old page,buy btn,view
46283,control,old page,buy btn,view
30645,control,old page,buy btn,view
21746,control,old page,buy btn,click
36199,control,old page,buy btn,view
33773,control,old page,buy btn,view
637798,treatment,new page,order btn,view
26564,control,old page,buy btn,click
36854,control,old page,buy btn,click
536360,treatment,new page,order btn,view
29576,control,old page,buy btn,view
40292,control,old page,buy btn,view
611495,treatment,new page,order btn,click
44362,control,old page,buy btn,view
571046,treatment,new page,order btn,view
40511,control,old page,buy btn,view
483546,treatment,new page,order btn,view
34681,control,old page,buy btn,view
582783,treatment,new page,order btn,view
639474,treatment,new page,order btn,view
497693,treatment,new page,order btn,view
549773,treatment,new page,order btn,view
43926,control,old page,buy btn,view
41982,control,old page,buy btn,click
13651,control,old page,buy btn,view
18664,control,old page,buy btn,view
25851,control,old page,buy btn,view
612962,treatment,new page,order btn,click
23907,control,old page,buy btn,view
541600,treatment,new page,order btn,view
482079,treatment,new page,order btn,view
578067,treatment,new page,order btn,view
29312,control,old page,buy btn,view
42638,control,old page,buy btn,click
17492,control,old page,buy btn,click
45984,control,old page,buy btn,view
674579,treatment,new page,order btn,view
32623,control,old page,buy btn,view
38579,control,old page,buy btn,click
644399,treatment,new page,order btn,view
38487,control,old page,buy btn,view
531121,treatment,new page,order btn,click
37947,control,old page,buy btn,view
555013,treatment,new page,order btn,view
18538,control,old page,buy btn,view
36222,control,old page,buy btn,view
636331,treatment,new page,order btn,view
40879,control,old page,buy btn,view
43213,control,old page,buy btn,view
30438,control,old page,buy btn,view
25391,control,old page,buy btn,view
12547,control,old page,buy btn,view
15836,control,old page,buy btn,view
475791,treatment,new page,order btn,view
536675,treatment,new page,order btn,view
477363,treatment,new page,order btn,view
474534,treatment,new page,order btn,click
30507,control,old page,buy btn,view
472857,treatment,new page,order btn,view
609295,treatment,new page,order btn,view
17296,control,old page,buy btn,click
12685,control,old page,buy btn,view
32738,control,old page,buy btn,view
666196,treatment,new page,order btn,click
18101,control,old page,buy btn,view
44581,control,old page,buy btn,view
535417,treatment,new page,order btn,view
540133,treatment,new page,order btn,view
501046,treatment,new page,order btn,view
16767,control,old page,buy btn,click
674998,treatment,new page,order btn,view
40925,control,old page,buy btn,click
582887,treatment,new page,order btn,view
664938,treatment,new page,order btn,view
22562,control,old page,buy btn,view
674055,treatment,new page,order btn,click
26908,control,old page,buy btn,click
563501,treatment,new page,order btn,view
445297,treatment,new page,order btn,view
39775,control,old page,buy btn,view
650163,treatment,new page,order btn,view
565073,treatment,new page,order btn,view
22309,control,old page,buy btn,view
639684,treatment,new page,order btn,view
12823,control,old page,buy btn,view
16825,control,old page,buy btn,click
24390,control,old page,buy btn,view
626690,treatment,new page,order btn,view
493501,treatment,new page,order btn,click
599235,treatment,new page,order btn,view
24448,control,old page,buy btn,view
498636,treatment,new page,order btn,view
443097,treatment,new page,order btn,click
13996,control,old page,buy btn,view
24551,control,old page,buy btn,view
441210,treatment,new page,order btn,view
43983,control,old page,buy btn,view
477782,treatment,new page,order btn,view
42454,control,old page,buy btn,view
32910,control,old page,buy btn,view
12835,control,old page,buy btn,click
553232,treatment,new page,order btn,view
15514,control,old page,buy btn,view
43765,control,old page,buy btn,view
31117,control,old page,buy btn,click
591271,treatment,new page,order btn,view
29840,control,old page,buy btn,view
41212,control,old page,buy btn,view
33359,control,old page,buy btn,view
632348,treatment,new page,order btn,view
45662,control,old page,buy btn,click
521270,treatment,new page,order btn,click
21585,control,old page,buy btn,view
14203,control,old page,buy btn,click
16319,control,old page,buy btn,view
550612,treatment,new page,order btn,view
34037,control,old page,buy btn,view
39441,control,old page,buy btn,view
481869,treatment,new page,order btn,click
25931,control,old page,buy btn,view
35451,control,old page,buy btn,view
18411,control,old page,buy btn,view
20389,control,old page,buy btn,view
628262,treatment,new page,order btn,view
548202,treatment,new page,order btn,click
44558,control,old page,buy btn,view
13939,control,old page,buy btn,view
485013,treatment,new page,order btn,view
15525,control,old page,buy btn,click
504714,treatment,new page,order btn,view
25494,control,old page,buy btn,click
24540,control,old page,buy btn,view
38993,control,old page,buy btn,view
16744,control,old page,buy btn,click
23793,control,old page,buy btn,view
622184,treatment,new page,order btn,view
527034,treatment,new page,order btn,view
24563,control,old page,buy btn,click
549983,treatment,new page,order btn,view
674789,treatment,new page,order btn,click
588232,treatment,new page,order btn,click
559100,treatment,new page,order btn,view
29047,control,old page,buy btn,click
594414,treatment,new page,order btn,click
27150,control,old page,buy btn,click
451585,treatment,new page,order btn,view
43466,control,old page,buy btn,click
582363,treatment,new page,order btn,view
43121,control,old page,buy btn,view
26138,control,old page,buy btn,view
19768,control,old page,buy btn,view
476001,treatment,new page,order btn,click
560043,treatment,new page,order btn,click
560253,treatment,new page,order btn,view
45213,control,old page,buy btn,view
672798,treatment,new page,order btn,view
26322,control,old page,buy btn,click
23505,control,old page,buy btn,view
503351,treatment,new page,order btn,click
21884,control,old page,buy btn,view
614744,treatment,new page,order btn,view
19262,control,old page,buy btn,click
23735,control,old page,buy btn,view
37211,control,old page,buy btn,view
630567,treatment,new page,order btn,view
562977,treatment,new page,order btn,view
15399,control,old page,buy btn,view
31312,control,old page,buy btn,view
595881,treatment,new page,order btn,view
538037,treatment,new page,order btn,view
39326,control,old page,buy btn,view
45420,control,old page,buy btn,view
584983,treatment,new page,order btn,view
572723,treatment,new page,order btn,view
31979,control,old page,buy btn,view
611810,treatment,new page,order btn,click
44247,control,old page,buy btn,view
23701,control,old page,buy btn,click
517184,treatment,new page,order btn,click
585926,treatment,new page,order btn,click
653411,treatment,new page,order btn,view
34727,control,old page,buy btn,view
550926,treatment,new page,order btn,click
30358,control,old page,buy btn,view
20079,control,old page,buy btn,view
41695,control,old page,buy btn,view
27104,control,old page,buy btn,click
33796,control,old page,buy btn,view
454519,treatment,new page,order btn,click
495178,treatment,new page,order btn,click
32267,control,old page,buy btn,click
526196,treatment,new page,order btn,view
671226,treatment,new page,order btn,click
670073,treatment,new page,order btn,click
555747,treatment,new page,order btn,view
23540,control,old page,buy btn,view
42396,control,old page,buy btn,view
16848,control,old page,buy btn,view
27219,control,old page,buy btn,click
23229,control,old page,buy btn,view
479249,treatment,new page,order btn,view
46409,control,old page,buy btn,view
31933,control,old page,buy btn,view
443516,treatment,new page,order btn,click
27529,control,old page,buy btn,view
24528,control,old page,buy btn,click
42684,control,old page,buy btn,view
614534,treatment,new page,order btn,view
21677,control,old page,buy btn,click
658022,treatment,new page,order btn,view
38119,control,old page,buy btn,click
663995,treatment,new page,order btn,view
38383,control,old page,buy btn,view
44834,control,old page,buy btn,view
446345,treatment,new page,order btn,view
651106,treatment,new page,order btn,view
645238,treatment,new page,order btn,view
547049,treatment,new page,order btn,click
30093,control,old page,buy btn,view
602693,treatment,new page,order btn,view
626166,treatment,new page,order btn,view
23551,control,old page,buy btn,view
469294,treatment,new page,order btn,view
503246,treatment,new page,order btn,view
584459,treatment,new page,order btn,view
446869,treatment,new page,order btn,view
452423,treatment,new page,order btn,click
34555,control,old page,buy btn,view
40419,control,old page,buy btn,click
18388,control,old page,buy btn,click
29358,control,old page,buy btn,view
32451,control,old page,buy btn,view
33232,control,old page,buy btn,view
42948,control,old page,buy btn,click
544848,treatment,new page,order btn,view
536046,treatment,new page,order btn,click
43443,control,old page,buy btn,view
39683,control,old page,buy btn,click
446240,treatment,new page,order btn,click
45144,control,old page,buy btn,click
24977,control,old page,buy btn,view
665881,treatment,new page,order btn,view
16043,control,old page,buy btn,view
44489,control,old page,buy btn,view
17227,control,old page,buy btn,view
12777,control,old page,buy btn,view
612648,treatment,new page,order btn,click
27357,control,old page,buy btn,view
647753,treatment,new page,order btn,view
42718,control,old page,buy btn,view
32991,control,old page,buy btn,view
449803,treatment,new page,order btn,click
34796,control,old page,buy btn,view
13571,control,old page,buy btn,view
674474,treatment,new page,order btn,view
38257,control,old page,buy btn,view
13145,control,old page,buy btn,view
28231,control,old page,buy btn,click
33980,control,old page,buy btn,view
544010,treatment,new page,order btn,view
19124,control,old page,buy btn,view
575238,treatment,new page,order btn,view
29599,control,old page,buy btn,view
672274,treatment,new page,order btn,view
491196,treatment,new page,order btn,view
44995,control,old page,buy btn,view
41603,control,old page,buy btn,click
43420,control,old page,buy btn,view
445192,treatment,new page,order btn,click
42247,control,old page,buy btn,view
14767,control,old page,buy btn,click
17469,control,old page,buy btn,click
39890,control,old page,buy btn,view
13835,control,old page,buy btn,view
30300,control,old page,buy btn,view
38659,control,old page,buy btn,view
32175,control,old page,buy btn,view
39740,control,old page,buy btn,view
37579,control,old page,buy btn,click
28334,control,old page,buy btn,click
32830,control,old page,buy btn,view
20665,control,old page,buy btn,view
45328,control,old page,buy btn,click
30450,control,old page,buy btn,view
554384,treatment,new page,order btn,click
36337,control,old page,buy btn,view
484489,treatment,new page,order btn,view
29944,control,old page,buy btn,view
25069,control,old page,buy btn,view
565492,treatment,new page,order btn,view
35934,control,old page,buy btn,click
41223,control,old page,buy btn,view
12490,control,old page,buy btn,view
576600,treatment,new page,order btn,click
13870,control,old page,buy btn,view
599549,treatment,new page,order btn,view
30139,control,old page,buy btn,view
26828,control,old page,buy btn,view
17308,control,old page,buy btn,view
39108,control,old page,buy btn,view
449698,treatment,new page,order btn,view
34543,control,old page,buy btn,click
42695,control,old page,buy btn,click
41269,control,old page,buy btn,view
13088,control,old page,buy btn,click
597034,treatment,new page,order btn,view
29691,control,old page,buy btn,view
44339,control,old page,buy btn,view
37337,control,old page,buy btn,view
44684,control,old page,buy btn,view
40603,control,old page,buy btn,view
500417,treatment,new page,order btn,view
25713,control,old page,buy btn,view
441420,treatment,new page,order btn,click
476420,treatment,new page,order btn,view
13927,control,old page,buy btn,view
32462,control,old page,buy btn,view
582154,treatment,new page,order btn,click
534160,treatment,new page,order btn,view
573142,treatment,new page,order btn,click
676570,treatment,new page,order btn,view
30024,control,old page,buy btn,view
437543,treatment,new page,order btn,view
592528,treatment,new page,order btn,view
495282,treatment,new page,order btn,click
495806,treatment,new page,order btn,click
40787,control,old page,buy btn,view
26311,control,old page,buy btn,view
44765,control,old page,buy btn,click
13387,control,old page,buy btn,view
560567,treatment,new page,order btn,click
31795,control,old page,buy btn,view
25414,control,old page,buy btn,view
485746,treatment,new page,order btn,view
23275,control,old page,buy btn,view
27598,control,old page,buy btn,view
649639,treatment,new page,order btn,click
519594,treatment,new page,order btn,click
615372,treatment,new page,order btn,view
20263,control,old page,buy btn,click
550821,treatment,new page,order btn,click
656765,treatment,new page,order btn,view
28702,control,old page,buy btn,view
35130,control,old page,buy btn,view
42005,control,old page,buy btn,view
468561,treatment,new page,order btn,view
617678,treatment,new page,order btn,click
21711,control,old page,buy btn,click
25897,control,old page,buy btn,view
678561,treatment,new page,order btn,view
675103,treatment,new page,order btn,click
501255,treatment,new page,order btn,view
19055,control,old page,buy btn,view
27920,control,old page,buy btn,view
540552,treatment,new page,order btn,click
592633,treatment,new page,order btn,view
23517,control,old page,buy btn,view
633187,treatment,new page,order btn,view
26862,control,old page,buy btn,click
21228,control,old page,buy btn,click
26598,control,old page,buy btn,view
471600,treatment,new page,order btn,click
20654,control,old page,buy btn,view
608247,treatment,new page,order btn,click
45294,control,old page,buy btn,view
31669,control,old page,buy btn,view
613801,treatment,new page,order btn,view
20734,control,old page,buy btn,view
631929,treatment,new page,order btn,click
30105,control,old page,buy btn,view
606360,treatment,new page,order btn,view
27909,control,old page,buy btn,view
585821,treatment,new page,order btn,view
629100,treatment,new page,order btn,click
43592,control,old page,buy btn,view
25736,control,old page,buy btn,view
14813,control,old page,buy btn,click
26023,control,old page,buy btn,view
600283,treatment,new page,order btn,view
16779,control,old page,buy btn,view
33911,control,old page,buy btn,view
26977,control,old page,buy btn,view
42799,control,old page,buy btn,view
460701,treatment,new page,order btn,view
22942,control,old page,buy btn,click
590537,treatment,new page,order btn,click
20435,control,old page,buy btn,view
29070,control,old page,buy btn,click
39786,control,old page,buy btn,view
588860,treatment,new page,order btn,click
13329,control,old page,buy btn,click
483127,treatment,new page,order btn,view
17538,control,old page,buy btn,view
36693,control,old page,buy btn,click
23436,control,old page,buy btn,view
36682,control,old page,buy btn,click
609085,treatment,new page,order btn,click
29978,control,old page,buy btn,view
471495,treatment,new page,order btn,view
22723,control,old page,buy btn,click
585402,treatment,new page,order btn,view
594309,treatment,new page,order btn,view
510372,treatment,new page,order btn,view
42097,control,old page,buy btn,view
563291,treatment,new page,order btn,view
40614,control,old page,buy btn,view
677723,treatment,new page,order btn,view
44822,control,old page,buy btn,view
444459,treatment,new page,order btn,click
458082,treatment,new page,order btn,view
468037,treatment,new page,order btn,click
610866,treatment,new page,order btn,view
45604,control,old page,buy btn,view
550297,treatment,new page,order btn,view
22930,control,old page,buy btn,click
30415,control,old page,buy btn,view
498531,treatment,new page,order btn,view
31370,control,old page,buy btn,view
26874,control,old page,buy btn,view
38613,control,old page,buy btn,click
453261,treatment,new page,order btn,view
468666,treatment,new page,order btn,view
43615,control,old page,buy btn,view
606256,treatment,new page,order btn,click
31358,control,old page,buy btn,view
645866,treatment,new page,order btn,click
38326,control,old page,buy btn,view
604160,treatment,new page,order btn,click
15686,control,old page,buy btn,view
34359,control,old page,buy btn,click
620612,treatment,new page,order btn,view
36118,control,old page,buy btn,view
640837,treatment,new page,order btn,view
628576,treatment,new page,order btn,view
614848,treatment,new page,order btn,view
20067,control,old page,buy btn,click
46191,control,old page,buy btn,click
474324,treatment,new page,order btn,view
42523,control,old page,buy btn,view
667977,treatment,new page,order btn,view
437962,treatment,new page,order btn,click
520223,treatment,new page,order btn,click
465941,treatment,new page,order btn,view
17250,control,old page,buy btn,click
31738,control,old page,buy btn,click
526615,treatment,new page,order btn,view
38314,control,old page,buy btn,click
15215,control,old page,buy btn,view
26046,control,old page,buy btn,click
534893,treatment,new page,order btn,view
19216,control,old page,buy btn,view
648381,treatment,new page,order btn,click
16227,control,old page,buy btn,view
15250,control,old page,buy btn,click
594205,treatment,new page,order btn,view
33876,control,old page,buy btn,view
661690,treatment,new page,order btn,view
514564,treatment,new page,order btn,click
21562,control,old page,buy btn,view
19676,control,old page,buy btn,view
606884,treatment,new page,order btn,view
29139,control,old page,buy btn,view
554803,treatment,new page,order btn,view
18136,control,old page,buy btn,view
498112,treatment,new page,order btn,view
43477,control,old page,buy btn,view
17676,control,old page,buy btn,view
43661,control,old page,buy btn,view
660642,treatment,new page,order btn,view
549459,treatment,new page,order btn,view
522109,treatment,new page,order btn,click
24080,control,old page,buy btn,view
649534,treatment,new page,order btn,view
28426,control,old page,buy btn,view
23206,control,old page,buy btn,view
35428,control,old page,buy btn,view
45236,control,old page,buy btn,view
452318,treatment,new page,order btn,view
602588,treatment,new page,order btn,click
28323,control,old page,buy btn,click
20102,control,old page,buy btn,click
40764,control,old page,buy btn,view
29001,control,old page,buy btn,view
27932,control,old page,buy btn,view
593471,treatment,new page,order btn,view
547992,treatment,new page,order btn,click
38625,control,old page,buy btn,click
42603,control,old page,buy btn,view
490357,treatment,new page,order btn,click
16733,control,old page,buy btn,view
37878,control,old page,buy btn,view
41120,control,old page,buy btn,click
582992,treatment,new page,order btn,view
21194,control,old page,buy btn,click
41177,control,old page,buy btn,click
16342,control,old page,buy btn,click
631615,treatment,new page,order btn,view
598711,treatment,new page,order btn,view
517812,treatment,new page,order btn,click
31703,control,old page,buy btn,click
24367,control,old page,buy btn,click
38602,control,old page,buy btn,view
33819,control,old page,buy btn,click
504294,treatment,new page,order btn,click
519803,treatment,new page,order btn,click
511420,treatment,new page,order btn,view
45167,control,old page,buy btn,click
18630,control,old page,buy btn,click
22413,control,old page,buy btn,view
46720,control,old page,buy btn,view
37314,control,old page,buy btn,view
640732,treatment,new page,order btn,view
449070,treatment,new page,order btn,view
19734,control,old page,buy btn,view
615477,treatment,new page,order btn,view
19354,control,old page,buy btn,view
13318,control,old page,buy btn,click
678037,treatment,new page,order btn,view
486480,treatment,new page,order btn,view
12754,control,old page,buy btn,click
46248,control,old page,buy btn,view
21861,control,old page,buy btn,view
42856,control,old page,buy btn,view
634339,treatment,new page,order btn,view
545163,treatment,new page,order btn,view
470237,treatment,new page,order btn,view
595672,treatment,new page,order btn,view
657917,treatment,new page,order btn,click
37843,control,old page,buy btn,view
37544,control,old page,buy btn,view
28714,control,old page,buy btn,view
659908,treatment,new page,order btn,click
12743,control,old page,buy btn,view
602064,treatment,new page,order btn,view
44063,control,old page,buy btn,view
13582,control,old page,buy btn,view
573247,treatment,new page,order btn,click
552917,treatment,new page,order btn,view
37751,control,old page,buy btn,view
581630,treatment,new page,order btn,view
440582,treatment,new page,order btn,view
37682,control,old page,buy btn,view
41350,control,old page,buy btn,view
23781,control,old page,buy btn,view
43489,control,old page,buy btn,view
36728,control,old page,buy btn,view
454833,treatment,new page,order btn,click
14491,control,old page,buy btn,view
507333,treatment,new page,order btn,click
13306,control,old page,buy btn,view
38567,control,old page,buy btn,view
37441,control,old page,buy btn,view
451270,treatment,new page,order btn,click
501360,treatment,new page,order btn,view
13536,control,old page,buy btn,view
544744,treatment,new page,order btn,click
46363,control,old page,buy btn,view
46064,control,old page,buy btn,view
23689,control,old page,buy btn,view
17618,control,old page,buy btn,view
37740,control,old page,buy btn,view
667453,treatment,new page,order btn,click
39211,control,old page,buy btn,view
461540,treatment,new page,order btn,click
31519,control,old page,buy btn,click
35509,control,old page,buy btn,view
601226,treatment,new page,order btn,click
30749,control,old page,buy btn,view
614429,treatment,new page,order btn,view
33830,control,old page,buy btn,view
12501,control,old page,buy btn,view
21056,control,old page,buy btn,click
36900,control,old page,buy btn,view
471914,treatment,new page,order btn,view
14169,control,old page,buy btn,view
29438,control,old page,buy btn,click
622917,treatment,new page,order btn,click
553127,treatment,new page,order btn,view
595357,treatment,new page,order btn,view
33037,control,old page,buy btn,click
32945,control,old page,buy btn,view
567797,treatment,new page,order btn,view
27023,control,old page,buy btn,view
570836,treatment,new page,order btn,view
22907,control,old page,buy btn,click
34244,control,old page,buy btn,view
505552,treatment,new page,order btn,view
16813,control,old page,buy btn,click
19757,control,old page,buy btn,view
12570,control,old page,buy btn,view
15571,control,old page,buy btn,click
665672,treatment,new page,order btn,view
32715,control,old page,buy btn,click
13950,control,old page,buy btn,view
652259,treatment,new page,order btn,view
507648,treatment,new page,order btn,click
41189,control,old page,buy btn,click
537094,treatment,new page,order btn,view
37717,control,old page,buy btn,view
30266,control,old page,buy btn,view
17078,control,old page,buy btn,view
437648,treatment,new page,order btn,click
30427,control,old page,buy btn,view
642304,treatment,new page,order btn,click
528501,treatment,new page,order btn,view
18607,control,old page,buy btn,view
12662,control,old page,buy btn,click
554489,treatment,new page,order btn,view
668082,treatment,new page,order btn,view
23816,control,old page,buy btn,click
37797,control,old page,buy btn,click
46490,control,old page,buy btn,view
22781,control,old page,buy btn,click
26851,control,old page,buy btn,click
492872,treatment,new page,order btn,view
43604,control,old page,buy btn,view
16250,control,old page,buy btn,view
21619,control,old page,buy btn,view
607932,treatment,new page,order btn,click
663157,treatment,new page,order btn,view
457139,treatment,new page,order btn,view
27265,control,old page,buy btn,view
620193,treatment,new page,order btn,click
475687,treatment,new page,order btn,view
550507,treatment,new page,order btn,view
637169,treatment,new page,order btn,view
21309,control,old page,buy btn,view
18204,control,old page,buy btn,view
448441,treatment,new page,order btn,click
44696,control,old page,buy btn,view
608561,treatment,new page,order btn,view
18871,control,old page,buy btn,view
26414,control,old page,buy btn,view
474639,treatment,new page,order btn,view
33600,control,old page,buy btn,view
17998,control,old page,buy btn,view
29415,control,old page,buy btn,view
39625,control,old page,buy btn,view
541076,treatment,new page,order btn,view
24068,control,old page,buy btn,click
645028,treatment,new page,order btn,view
30128,control,old page,buy btn,view
32129,control,old page,buy btn,click
650687,treatment,new page,order btn,view
561615,treatment,new page,order btn,view
26472,control,old page,buy btn,view
14732,control,old page,buy btn,view
37073,control,old page,buy btn,view
473381,treatment,new page,order btn,click
26460,control,old page,buy btn,view
16721,control,old page,buy btn,view
24517,control,old page,buy btn,view
482707,treatment,new page,order btn,click
477678,treatment,new page,order btn,view
46651,control,old page,buy btn,view
34509,control,old page,buy btn,view
39165,control,old page,buy btn,view
593786,treatment,new page,order btn,click
17239,control,old page,buy btn,click
25448,control,old page,buy btn,view
26575,control,old page,buy btn,view
581735,treatment,new page,order btn,click
19918,control,old page,buy btn,view
39499,control,old page,buy btn,view
636750,treatment,new page,order btn,click
651316,treatment,new page,order btn,view
677199,treatment,new page,order btn,view
621660,treatment,new page,order btn,view
15123,control,old page,buy btn,click
567274,treatment,new page,order btn,view
39418,control,old page,buy btn,view
14215,control,old page,buy btn,view
466675,treatment,new page,order btn,view
529549,treatment,new page,order btn,view
