id,group,page,payment_opt,transacions,revenue
22206,treatment,new page,Apple Pay,4,2860.8
18206,treatment,new page,Credit Cards,6,2860.8
16860,control,old page,Cash On Delivery (COD),3,738.8
22556,treatment,new page,Apple Pay,5,2594.5
18886,treatment,new page,Credit Cards,5,996.5
15086,control,old page,PayPal,1,1375.5
22006,treatment,new page,Apple Pay,5,3180.4
21177,treatment,new page,Postpaid Methods,4,2541.2
18400,treatment,new page,Cash On Delivery (COD),5,943.3
20854,treatment,new page,Postpaid Methods,7,890
22614,treatment,new page,Postpaid Methods,5,1422.7
23404,treatment,new page,Apple Pay,5,1316.1
22478,treatment,new page,Postpaid Methods,6,1795.5
14491,control,old page,Credit Cards,3,763.3
20640,treatment,new page,Apple Pay,5,2221.6
17734,treatment,new page,Postpaid Methods,4,3340.2
12096,control,old page,Credit Cards,1,1228.6
13831,control,old page,Credit Cards,1,1228.6
11785,control,old page,PayPal,3,395.9
16607,control,old page,PayPal,2,714.3
16452,control,old page,Cash On Delivery (COD),2,1277.6
16303,control,old page,Credit Cards,3,1253.1
11352,control,old page,Cash On Delivery (COD),1,1253.1
11565,control,old page,Cash On Delivery (COD),3,836.7
17721,treatment,new page,Cash On Delivery (COD),6,2488
15908,control,old page,Cash On Delivery (COD),1,885.7
18672,treatment,new page,Apple Pay,4,1422.7
15235,control,old page,PayPal,2,665.3
17792,treatment,new page,Cash On Delivery (COD),5,2274.9
19443,treatment,new page,Apple Pay,4,3286.9
14478,control,old page,Cash On Delivery (COD),2,787.8
14620,control,old page,PayPal,1,934.7
16323,control,old page,PayPal,2,322.4
19378,treatment,new page,Apple Pay,5,2754.3
16938,control,old page,Credit Cards,2,1081.6
19883,treatment,new page,Cash On Delivery (COD),5,2061.8
23876,treatment,new page,Apple Pay,6,2434.7
20524,treatment,new page,Postpaid Methods,6,1316.1
19384,treatment,new page,Credit Cards,5,1582.4
21346,treatment,new page,Postpaid Methods,5,1209.6
22731,treatment,new page,Apple Pay,6,1049.8
20938,treatment,new page,Apple Pay,5,1209.6
18821,treatment,new page,Apple Pay,5,1742.2
22452,treatment,new page,Apple Pay,6,2701
11895,control,old page,Cash On Delivery (COD),2,469.4
18711,treatment,new page,Apple Pay,4,2168.4
18323,treatment,new page,Apple Pay,7,1475.9
12957,control,old page,PayPal,2,812.2
12847,control,old page,PayPal,3,273.5
14465,control,old page,PayPal,1,1277.6
18219,treatment,new page,Postpaid Methods,4,1103.1
16426,control,old page,PayPal,3,763.3
19689,treatment,new page,Apple Pay,6,2541.2
20815,treatment,new page,Apple Pay,4,3180.4
17857,treatment,new page,PayPal,5,2061.8
23372,treatment,new page,Postpaid Methods,4,1369.4
11507,control,old page,Cash On Delivery (COD),2,493.9
21352,treatment,new page,Apple Pay,4,1262.9
20886,treatment,new page,Apple Pay,5,3500
22640,treatment,new page,Postpaid Methods,6,1422.7
13533,control,old page,Cash On Delivery (COD),3,1375.5
17708,treatment,new page,Apple Pay,6,1422.7
14756,control,old page,PayPal,1,616.3
18841,treatment,new page,Apple Pay,6,2168.4
19210,treatment,new page,Postpaid Methods,4,2807.6
15300,control,old page,Credit Cards,2,1277.6
13721,control,old page,Cash On Delivery (COD),2,518.4
14018,control,old page,Cash On Delivery (COD),2,934.7
19507,treatment,new page,Apple Pay,6,3500
18006,treatment,new page,PayPal,6,2754.3
14083,control,old page,Cash On Delivery (COD),2,1253.1
22472,treatment,new page,Credit Cards,5,3073.9
22433,treatment,new page,Postpaid Methods,4,2488
23954,treatment,new page,Apple Pay,4,1103.1
20750,treatment,new page,Postpaid Methods,4,2115.1
16284,control,old page,PayPal,2,763.3
22427,treatment,new page,Apple Pay,5,1689
16135,control,old page,Credit Cards,1,1375.5
21727,treatment,new page,Cash On Delivery (COD),5,1795.5
14776,control,old page,PayPal,3,714.3
12873,control,old page,Cash On Delivery (COD),2,1106.1
23941,treatment,new page,Credit Cards,6,1529.2
13423,control,old page,PayPal,1,1155.1
20595,treatment,new page,Apple Pay,4,2541.2
17818,treatment,new page,Apple Pay,4,1262.9
16400,control,old page,Credit Cards,3,1351
17319,control,old page,Credit Cards,4,322.4
22232,treatment,new page,Apple Pay,7,2967.3
18517,treatment,new page,Apple Pay,6,1582.4
18756,treatment,new page,Postpaid Methods,5,2701
15643,control,old page,PayPal,3,1106.1
22964,treatment,new page,Apple Pay,5,2115.1
22194,treatment,new page,Apple Pay,5,2807.6
16018,control,old page,Credit Cards,3,665.3
19184,treatment,new page,PayPal,6,1529.2
15332,control,old page,Cash On Delivery (COD),1,738.8
17307,control,old page,Cash On Delivery (COD),3,371.4
11792,control,old page,Credit Cards,1,249
16711,control,old page,Cash On Delivery (COD),4,469.4
21359,treatment,new page,Credit Cards,6,2914.1
12899,control,old page,PayPal,1,518.4
23475,treatment,new page,Cash On Delivery (COD),4,2168.4
23300,treatment,new page,Apple Pay,4,2168.4
16329,control,old page,Credit Cards,1,861.2
14523,control,old page,Credit Cards,2,1302
23041,treatment,new page,Postpaid Methods,5,1955.3
12051,control,old page,PayPal,2,1130.6
18685,treatment,new page,Apple Pay,4,1582.4
12471,control,old page,PayPal,2,591.8
20990,treatment,new page,Apple Pay,6,2647.8
19928,treatment,new page,Apple Pay,6,2274.9
13034,control,old page,Credit Cards,1,812.2
19676,treatment,new page,Apple Pay,6,2434.7
18109,treatment,new page,Apple Pay,5,2328.2
21812,treatment,new page,Postpaid Methods,6,1156.3
21268,treatment,new page,Credit Cards,4,1209.6
23792,treatment,new page,Apple Pay,6,3446.7
15831,control,old page,Cash On Delivery (COD),2,224.5
23152,treatment,new page,Postpaid Methods,6,1529.2
21507,treatment,new page,Apple Pay,5,2168.4
12348,control,old page,Cash On Delivery (COD),1,542.9
18601,treatment,new page,Apple Pay,4,943.3
14368,control,old page,Cash On Delivery (COD),1,1032.7
11598,control,old page,Cash On Delivery (COD),2,763.3
11630,control,old page,Credit Cards,3,1155.1
19760,treatment,new page,Postpaid Methods,6,3233.7
20627,treatment,new page,Postpaid Methods,5,2860.8
12717,control,old page,PayPal,2,395.9
23462,treatment,new page,Postpaid Methods,5,3127.1
17565,treatment,new page,Apple Pay,4,1955.3
19585,treatment,new page,Postpaid Methods,6,1582.4
18277,treatment,new page,PayPal,6,2168.4
19307,treatment,new page,Apple Pay,5,1689
12025,control,old page,Credit Cards,1,1130.6
17229,control,old page,PayPal,2,224.5
20258,treatment,new page,Cash On Delivery (COD),4,2594.5
16750,control,old page,Cash On Delivery (COD),1,420.4
11610,control,old page,Cash On Delivery (COD),2,665.3
14167,control,old page,PayPal,1,885.7
13442,control,old page,Cash On Delivery (COD),2,322.4
11423,control,old page,Credit Cards,3,1081.6
18795,treatment,new page,Postpaid Methods,4,2168.4
22401,treatment,new page,Postpaid Methods,5,1103.1
20226,treatment,new page,Apple Pay,4,1103.1
15798,control,old page,Cash On Delivery (COD),2,1081.6
17630,treatment,new page,Postpaid Methods,4,1582.4
19494,treatment,new page,Postpaid Methods,6,2115.1
21876,treatment,new page,Apple Pay,6,1848.8
11229,control,old page,Credit Cards,2,567.3
11649,control,old page,Credit Cards,1,1155.1
20653,treatment,new page,Postpaid Methods,6,943.3
21184,treatment,new page,Apple Pay,5,3500
17404,treatment,new page,Apple Pay,5,1316.1
16536,control,old page,Credit Cards,1,200
20556,treatment,new page,Postpaid Methods,6,2115.1
21831,treatment,new page,Postpaid Methods,4,996.5
17617,treatment,new page,Postpaid Methods,5,1049.8
22012,treatment,new page,Postpaid Methods,4,2967.3
18148,treatment,new page,Postpaid Methods,5,1262.9
17326,control,old page,PayPal,3,371.4
23365,treatment,new page,Postpaid Methods,6,1316.1
20828,treatment,new page,Apple Pay,5,1156.3
17902,treatment,new page,Postpaid Methods,5,2488
20737,treatment,new page,Apple Pay,6,1848.8
13138,control,old page,PayPal,3,322.4
14038,control,old page,Cash On Delivery (COD),3,1106.1
17811,treatment,new page,Apple Pay,5,2061.8
23702,treatment,new page,Apple Pay,4,2541.2
21643,treatment,new page,Postpaid Methods,6,3233.7
13941,control,old page,Cash On Delivery (COD),2,812.2
23974,treatment,new page,Apple Pay,6,3286.9
19980,treatment,new page,Postpaid Methods,4,1689
17184,control,old page,Credit Cards,2,640.8
12556,control,old page,Credit Cards,1,567.3
12568,control,old page,Credit Cards,2,616.3
12640,control,old page,PayPal,2,1351
17598,treatment,new page,PayPal,6,2168.4
12128,control,old page,Credit Cards,3,273.5
17611,treatment,new page,PayPal,5,2115.1
11837,control,old page,Credit Cards,2,1179.6
16472,control,old page,Credit Cards,2,738.8
16789,control,old page,Credit Cards,2,959.2
12737,control,old page,PayPal,2,493.9
20045,treatment,new page,PayPal,5,2860.8
20219,treatment,new page,PayPal,5,3446.7
14717,control,old page,Cash On Delivery (COD),2,542.9
21469,treatment,new page,Postpaid Methods,6,2274.9
17074,control,old page,Credit Cards,1,714.3
14588,control,old page,Credit Cards,3,322.4
14782,control,old page,Credit Cards,3,346.9
17650,treatment,new page,Postpaid Methods,6,1316.1
13255,control,old page,PayPal,3,738.8
16355,control,old page,PayPal,1,542.9
23695,treatment,new page,Postpaid Methods,5,2860.8
18912,treatment,new page,Apple Pay,5,1848.8
17423,treatment,new page,Apple Pay,4,1103.1
12711,control,old page,Credit Cards,3,1008.2
23682,treatment,new page,Credit Cards,5,2647.8
13222,control,old page,PayPal,2,1179.6
16841,control,old page,PayPal,3,1375.5
13494,control,old page,PayPal,2,1228.6
12581,control,old page,Credit Cards,3,1277.6
21967,treatment,new page,Apple Pay,5,1422.7
19235,treatment,new page,Postpaid Methods,6,3393.5
19410,treatment,new page,PayPal,5,2274.9
13300,control,old page,Cash On Delivery (COD),2,1081.6
16821,control,old page,Credit Cards,1,420.4
23909,treatment,new page,Postpaid Methods,5,1422.7
20381,treatment,new page,PayPal,5,3073.9
21126,treatment,new page,Postpaid Methods,6,2008.6
16174,control,old page,Cash On Delivery (COD),2,738.8
19812,treatment,new page,Postpaid Methods,4,2807.6
21902,treatment,new page,Postpaid Methods,6,2860.8
18349,treatment,new page,Postpaid Methods,6,1422.7
15960,control,old page,Cash On Delivery (COD),1,812.2
22168,treatment,new page,Apple Pay,4,1689
21287,treatment,new page,Apple Pay,4,3500
13960,control,old page,Credit Cards,1,836.7
