id,group,page,actions
14163,control,old page,click
18517,treatment,new page,click
18472,treatment,new page,click
14117,control,old page,click
13024,control,old page,view
14288,control,old page,click
14939,control,old page,view
17537,treatment,new page,view
17921,treatment,new page,view
17568,treatment,new page,view
17816,treatment,new page,view
13616,control,old page,view
17363,treatment,new page,click
14213,control,old page,view
18211,treatment,new page,view
13241,control,old page,view
17418,treatment,new page,click
13333,control,old page,view
14123,control,old page,view
13112,control,old page,view
18353,treatment,new page,view
15229,control,old page,click
17151,treatment,new page,view
13149,control,old page,view
18408,treatment,new page,view
13384,control,old page,view
17480,treatment,new page,view
17704,treatment,new page,click
16952,treatment,new page,view
15310,control,old page,click
14101,control,old page,view
16994,treatment,new page,view
12915,control,old page,click
13432,control,old page,view
17938,treatment,new page,click
13847,control,old page,view
14679,control,old page,view
17049,treatment,new page,view
13178,control,old page,click
18622,treatment,new page,view
15137,control,old page,view
17006,treatment,new page,view
14624,control,old page,click
13002,control,old page,click
17862,treatment,new page,click
18034,treatment,new page,view
16890,treatment,new page,view
15625,control,old page,view
17343,treatment,new page,view
18187,treatment,new page,view
14125,control,old page,view
17453,treatment,new page,click
14468,control,old page,view
17731,treatment,new page,click
13010,control,old page,view
17950,treatment,new page,view
16984,treatment,new page,view
17579,treatment,new page,view
13545,control,old page,view
13069,control,old page,view
18124,treatment,new page,view
15421,control,old page,view
13260,control,old page,click
18334,treatment,new page,view
13573,control,old page,view
17800,treatment,new page,view
18115,treatment,new page,click
14495,control,old page,view
14995,control,old page,view
14927,control,old page,view
15444,control,old page,view
14312,control,old page,view
15018,control,old page,view
14837,control,old page,view
16987,treatment,new page,click
14162,control,old page,view
13980,control,old page,click
17851,treatment,new page,click
14524,control,old page,click
14002,control,old page,click
14271,control,old page,view
16927,treatment,new page,click
14138,control,old page,view
13680,control,old page,click
17709,treatment,new page,click
17780,treatment,new page,view
15412,control,old page,view
17462,treatment,new page,view
14456,control,old page,view
17814,treatment,new page,view
18205,treatment,new page,click
15583,control,old page,click
18039,treatment,new page,click
12924,control,old page,view
15292,control,old page,view
15572,control,old page,view
17609,treatment,new page,click
14418,control,old page,click
16930,treatment,new page,view
12940,control,old page,view
15266,control,old page,view
18252,treatment,new page,view
14847,control,old page,view
17790,treatment,new page,view
14067,control,old page,view
15763,control,old page,view
13785,control,old page,view
18004,treatment,new page,view
13104,control,old page,view
18288,treatment,new page,view
16904,treatment,new page,view
14662,control,old page,click
13765,control,old page,view
14916,control,old page,click
14195,control,old page,view
14556,control,old page,view
17644,treatment,new page,view
13275,control,old page,view
18547,treatment,new page,view
17449,treatment,new page,click
14951,control,old page,view
13137,control,old page,view
13448,control,old page,click
17541,treatment,new page,click
13884,control,old page,view
17864,treatment,new page,view
17254,treatment,new page,view
15445,control,old page,click
13034,control,old page,view
13803,control,old page,view
17683,treatment,new page,view
15646,control,old page,click
17267,treatment,new page,view
14576,control,old page,click
15139,control,old page,click
16909,treatment,new page,view
13377,control,old page,view
17618,treatment,new page,click
14708,control,old page,view
12990,control,old page,click
12954,control,old page,view
14286,control,old page,click
17629,treatment,new page,click
13813,control,old page,view
13686,control,old page,view
17703,treatment,new page,click
13546,control,old page,click
17640,treatment,new page,click
17948,treatment,new page,view
14556,control,old page,view
14663,control,old page,click
18676,treatment,new page,view
14442,control,old page,click
14558,control,old page,view
17653,treatment,new page,view
14065,control,old page,view
17976,treatment,new page,view
17972,treatment,new page,view
15394,control,old page,click
17265,treatment,new page,view
18074,treatment,new page,click
14873,control,old page,click
17439,treatment,new page,click
15168,control,old page,view
15470,control,old page,view
13613,control,old page,view
15317,control,old page,view
17941,treatment,new page,view
15537,control,old page,click
15558,control,old page,view
15414,control,old page,click
17263,treatment,new page,click
18244,treatment,new page,view
17022,treatment,new page,view
14992,control,old page,click
15601,control,old page,view
15542,control,old page,view
14273,control,old page,click
18477,treatment,new page,view
13734,control,old page,click
15561,control,old page,view
17745,treatment,new page,view
13734,control,old page,view
17954,treatment,new page,click
14469,control,old page,click
17767,treatment,new page,click
14154,control,old page,click
15434,control,old page,view
18030,treatment,new page,view
14476,control,old page,view
17466,treatment,new page,view
17705,treatment,new page,click
14176,control,old page,view
13936,control,old page,click
13941,control,old page,view
16926,treatment,new page,view
13223,control,old page,view
18207,treatment,new page,click
18131,treatment,new page,click
17184,treatment,new page,view
14741,control,old page,click
14954,control,old page,view
17561,treatment,new page,view
17594,treatment,new page,click
14172,control,old page,view
18602,treatment,new page,click
17560,treatment,new page,click
17218,treatment,new page,click
15018,control,old page,view
13493,control,old page,view
12943,control,old page,click
14609,control,old page,view
13251,control,old page,click
17744,treatment,new page,view
17742,treatment,new page,view
17013,treatment,new page,click
16998,treatment,new page,click
17700,treatment,new page,view
15718,control,old page,view
14886,control,old page,view
18435,treatment,new page,view
13876,control,old page,view
14347,control,old page,view
14735,control,old page,view
12988,control,old page,view
14464,control,old page,view
13949,control,old page,click
15545,control,old page,view
18311,treatment,new page,view
13179,control,old page,view
14167,control,old page,view
15271,control,old page,view
14384,control,old page,click
15435,control,old page,view
14376,control,old page,click
15502,control,old page,view
13785,control,old page,view
17638,treatment,new page,view
17369,treatment,new page,click
18536,treatment,new page,view
17334,treatment,new page,view
18112,treatment,new page,view
15454,control,old page,view
18622,treatment,new page,click
18621,treatment,new page,view
15068,control,old page,view
17624,treatment,new page,view
14897,control,old page,view
18342,treatment,new page,view
17332,treatment,new page,view
13441,control,old page,view
16942,treatment,new page,view
17617,treatment,new page,click
16907,treatment,new page,view
14350,control,old page,click
17177,treatment,new page,view
17609,treatment,new page,view
17391,treatment,new page,click
18464,treatment,new page,view
17965,treatment,new page,view
14465,control,old page,view
18123,treatment,new page,view
18572,treatment,new page,view
15413,control,old page,click
16992,treatment,new page,view
15161,control,old page,click
13087,control,old page,click
15408,control,old page,view
17371,treatment,new page,view
18543,treatment,new page,view
14330,control,old page,view
16937,treatment,new page,view
15326,control,old page,view
14475,control,old page,view
18136,treatment,new page,click
18598,treatment,new page,view
17151,treatment,new page,click
17289,treatment,new page,click
16902,treatment,new page,view
15424,control,old page,view
17999,treatment,new page,click
13671,control,old page,click
14139,control,old page,view
17430,treatment,new page,view
18030,treatment,new page,click
13324,control,old page,click
16882,treatment,new page,view
17177,treatment,new page,view
15528,control,old page,click
13232,control,old page,view
14028,control,old page,click
17565,treatment,new page,view
17510,treatment,new page,view
14643,control,old page,view
17420,treatment,new page,view
13131,control,old page,view
13945,control,old page,view
17021,treatment,new page,view
13649,control,old page,view
15242,control,old page,view
13953,control,old page,view
17689,treatment,new page,view
13817,control,old page,view
17992,treatment,new page,view
16948,treatment,new page,view
17633,treatment,new page,view
13877,control,old page,view
17853,treatment,new page,view
14156,control,old page,click
14221,control,old page,view
18078,treatment,new page,click
18059,treatment,new page,view
17662,treatment,new page,view
18190,treatment,new page,click
18254,treatment,new page,view
14209,control,old page,view
15463,control,old page,view
14186,control,old page,view
16962,treatment,new page,view
17270,treatment,new page,view
18568,treatment,new page,view
17325,treatment,new page,click
17349,treatment,new page,view
13904,control,old page,view
17050,treatment,new page,view
15047,control,old page,view
15039,control,old page,view
14844,control,old page,view
17913,treatment,new page,click
15069,control,old page,view
13583,control,old page,click
18208,treatment,new page,view
17793,treatment,new page,view
17940,treatment,new page,view
18244,treatment,new page,click
14242,control,old page,view
15155,control,old page,click
17476,treatment,new page,click
13462,control,old page,view
16970,treatment,new page,view
17029,treatment,new page,view
14335,control,old page,view
16934,treatment,new page,view
15096,control,old page,view
14566,control,old page,view
14641,control,old page,view
13404,control,old page,view
14084,control,old page,view
15036,control,old page,view
13385,control,old page,view
15111,control,old page,view
18207,treatment,new page,view
14364,control,old page,click
14017,control,old page,view
12988,control,old page,view
17222,treatment,new page,view
17795,treatment,new page,click
13797,control,old page,click
13708,control,old page,click
17240,treatment,new page,click
15563,control,old page,view
18332,treatment,new page,view
18229,treatment,new page,view
18528,treatment,new page,view
14344,control,old page,click
17691,treatment,new page,click
12949,control,old page,view
13278,control,old page,click
15097,control,old page,click
15334,control,old page,view
14498,control,old page,view
18620,treatment,new page,view
17099,treatment,new page,view
17108,treatment,new page,view
16975,treatment,new page,view
14415,control,old page,view
18135,treatment,new page,view
14180,control,old page,view
17150,treatment,new page,view
14031,control,old page,click
18677,treatment,new page,view
18612,treatment,new page,view
15289,control,old page,view
13762,control,old page,view
17866,treatment,new page,click
13784,control,old page,click
13055,control,old page,view
15442,control,old page,view
17246,treatment,new page,view
13459,control,old page,view
16939,treatment,new page,click
14212,control,old page,click
13668,control,old page,view
17636,treatment,new page,view
13506,control,old page,click
18120,treatment,new page,click
15719,control,old page,view
12922,control,old page,view
17089,treatment,new page,click
15311,control,old page,click
17433,treatment,new page,view
16896,treatment,new page,view
14469,control,old page,view
18354,treatment,new page,view
14147,control,old page,view
18182,treatment,new page,view
14978,control,old page,view
18283,treatment,new page,view
14587,control,old page,click
18424,treatment,new page,click
17683,treatment,new page,click
14602,control,old page,view
14422,control,old page,click
14770,control,old page,click
18033,treatment,new page,view
13428,control,old page,click
17700,treatment,new page,view
14191,control,old page,view
14626,control,old page,view
13838,control,old page,click
13545,control,old page,view
16926,treatment,new page,view
14678,control,old page,view
13296,control,old page,view
15278,control,old page,view
17607,treatment,new page,view
17635,treatment,new page,click
14874,control,old page,view
18508,treatment,new page,view
17449,treatment,new page,view
13863,control,old page,view
15099,control,old page,view
14825,control,old page,view
18505,treatment,new page,click
17629,treatment,new page,view
13902,control,old page,view
14387,control,old page,view
13375,control,old page,view
14068,control,old page,view
14511,control,old page,click
15489,control,old page,view
14921,control,old page,view
15145,control,old page,view
14061,control,old page,view
13801,control,old page,view
17810,treatment,new page,click
13908,control,old page,view
18595,treatment,new page,view
15040,control,old page,view
15613,control,old page,view
17348,treatment,new page,view
15728,control,old page,view
14257,control,old page,click
14141,control,old page,click
18491,treatment,new page,view
18659,treatment,new page,click
18118,treatment,new page,view
17145,treatment,new page,view
15747,control,old page,click
17210,treatment,new page,view
18426,treatment,new page,view
17303,treatment,new page,view
14237,control,old page,view
14763,control,old page,view
17375,treatment,new page,view
14237,control,old page,view
18383,treatment,new page,click
13567,control,old page,view
17304,treatment,new page,view
17371,treatment,new page,view
17244,treatment,new page,click
15553,control,old page,click
14244,control,old page,view
14436,control,old page,view
14507,control,old page,view
13326,control,old page,view
17580,treatment,new page,view
12970,control,old page,view
18642,treatment,new page,view
13818,control,old page,click
13088,control,old page,click
15186,control,old page,view
15183,control,old page,view
18374,treatment,new page,view
17514,treatment,new page,view
13417,control,old page,view
17387,treatment,new page,view
14606,control,old page,view
13509,control,old page,view
17382,treatment,new page,view
18626,treatment,new page,view
14045,control,old page,view
15399,control,old page,view
18285,treatment,new page,view
17172,treatment,new page,view
17879,treatment,new page,view
17357,treatment,new page,view
18022,treatment,new page,view
13270,control,old page,view
13815,control,old page,view
15284,control,old page,view
17610,treatment,new page,view
17024,treatment,new page,view
15474,control,old page,view
17750,treatment,new page,view
17043,treatment,new page,view
14393,control,old page,view
17048,treatment,new page,click
13266,control,old page,view
15377,control,old page,click
18062,treatment,new page,view
17017,treatment,new page,view
17449,treatment,new page,view
13333,control,old page,click
12921,control,old page,view
14504,control,old page,click
17564,treatment,new page,view
15405,control,old page,view
13707,control,old page,click
14910,control,old page,click
14391,control,old page,click
15745,control,old page,click
14577,control,old page,click
12910,control,old page,view
17906,treatment,new page,view
14211,control,old page,view
18611,treatment,new page,view
14037,control,old page,view
13329,control,old page,click
13272,control,old page,view
15458,control,old page,click
13825,control,old page,view
13921,control,old page,view
17232,treatment,new page,click
13455,control,old page,view
17890,treatment,new page,view
14604,control,old page,click
13093,control,old page,view
13774,control,old page,view
14698,control,old page,view
13362,control,old page,view
13513,control,old page,view
12921,control,old page,click
13665,control,old page,click
15567,control,old page,view
15490,control,old page,view
18292,treatment,new page,view
14313,control,old page,view
17541,treatment,new page,view
17040,treatment,new page,view
15494,control,old page,click
17682,treatment,new page,view
14916,control,old page,view
13659,control,old page,view
14305,control,old page,view
17007,treatment,new page,click
17028,treatment,new page,view
17322,treatment,new page,view
14072,control,old page,view
16958,treatment,new page,view
13589,control,old page,view
17712,treatment,new page,view
13080,control,old page,view
18640,treatment,new page,view
17825,treatment,new page,view
18599,treatment,new page,click
15256,control,old page,click
17751,treatment,new page,view
17713,treatment,new page,view
13236,control,old page,view
13321,control,old page,view
13926,control,old page,view
16879,treatment,new page,view
14400,control,old page,click
15148,control,old page,click
16989,treatment,new page,view
18572,treatment,new page,click
13506,control,old page,click
17903,treatment,new page,view
15652,control,old page,view
13956,control,old page,view
15171,control,old page,view
17684,treatment,new page,click
17084,treatment,new page,view
14741,control,old page,view
13371,control,old page,view
15204,control,old page,view
17700,treatment,new page,view
18322,treatment,new page,view
15615,control,old page,click
13539,control,old page,view
15616,control,old page,view
17445,treatment,new page,view
13352,control,old page,view
18379,treatment,new page,view
14079,control,old page,view
17277,treatment,new page,view
14593,control,old page,click
17234,treatment,new page,view
17072,treatment,new page,view
14175,control,old page,view
17336,treatment,new page,view
17590,treatment,new page,click
15069,control,old page,view
18523,treatment,new page,view
13388,control,old page,view
18512,treatment,new page,view
15497,control,old page,view
12909,control,old page,click
15117,control,old page,view
18210,treatment,new page,click
14810,control,old page,view
18120,treatment,new page,view
17742,treatment,new page,view
15238,control,old page,view
17464,treatment,new page,view
18486,treatment,new page,view
14478,control,old page,view
15512,control,old page,view
13409,control,old page,view
14801,control,old page,view
15567,control,old page,view
18633,treatment,new page,view
18668,treatment,new page,view
12918,control,old page,view
13110,control,old page,view
14239,control,old page,view
17156,treatment,new page,view
14680,control,old page,view
17204,treatment,new page,click
12911,control,old page,view
15550,control,old page,view
17675,treatment,new page,view
14943,control,old page,view
13352,control,old page,click
15389,control,old page,view
17738,treatment,new page,view
17288,treatment,new page,view
16910,treatment,new page,click
17707,treatment,new page,view
13972,control,old page,view
17728,treatment,new page,view
16902,treatment,new page,view
17106,treatment,new page,view
12912,control,old page,click
17052,treatment,new page,view
15272,control,old page,view
13330,control,old page,view
17125,treatment,new page,view
18540,treatment,new page,view
15080,control,old page,view
14095,control,old page,click
12906,control,old page,click
13166,control,old page,view
17870,treatment,new page,click
13951,control,old page,view
18158,treatment,new page,click
18153,treatment,new page,view
15207,control,old page,view
17744,treatment,new page,view
18186,treatment,new page,view
17851,treatment,new page,view
15037,control,old page,view
17354,treatment,new page,view
18550,treatment,new page,view
18346,treatment,new page,click
17306,treatment,new page,view
14875,control,old page,view
13336,control,old page,view
13363,control,old page,view
14324,control,old page,view
14250,control,old page,click
17050,treatment,new page,view
18418,treatment,new page,view
13826,control,old page,view
17854,treatment,new page,view
14343,control,old page,view
18254,treatment,new page,view
17433,treatment,new page,click
14118,control,old page,view
18239,treatment,new page,view
18148,treatment,new page,view
13254,control,old page,view
17221,treatment,new page,view
14116,control,old page,view
17076,treatment,new page,click
17367,treatment,new page,view
14562,control,old page,view
18008,treatment,new page,view
18682,treatment,new page,view
17653,treatment,new page,click
14806,control,old page,view
18230,treatment,new page,click
13145,control,old page,view
14842,control,old page,click
17062,treatment,new page,view
18268,treatment,new page,click
17713,treatment,new page,view
13253,control,old page,click
18411,treatment,new page,view
17038,treatment,new page,view
14945,control,old page,click
16890,treatment,new page,click
17802,treatment,new page,view
12989,control,old page,view
16960,treatment,new page,view
14768,control,old page,view
17073,treatment,new page,view
17922,treatment,new page,view
17930,treatment,new page,view
18047,treatment,new page,view
13473,control,old page,view
17018,treatment,new page,view
15763,control,old page,click
15605,control,old page,view
15642,control,old page,click
15635,control,old page,click
17005,treatment,new page,view
18248,treatment,new page,click
17647,treatment,new page,view
18051,treatment,new page,view
17024,treatment,new page,click
14738,control,old page,view
17948,treatment,new page,view
18149,treatment,new page,view
17611,treatment,new page,view
13423,control,old page,view
15559,control,old page,view
18035,treatment,new page,click
17606,treatment,new page,click
14259,control,old page,view
15630,control,old page,view
15618,control,old page,view
13533,control,old page,view
14872,control,old page,view
15391,control,old page,view
17071,treatment,new page,view
12978,control,old page,view
15737,control,old page,click
17999,treatment,new page,view
17372,treatment,new page,click
18182,treatment,new page,view
15595,control,old page,view
18526,treatment,new page,view
15182,control,old page,view
17780,treatment,new page,view
13040,control,old page,click
13894,control,old page,view
13561,control,old page,view
17151,treatment,new page,view
14658,control,old page,view
13640,control,old page,click
12955,control,old page,click
16999,treatment,new page,view
17384,treatment,new page,view
15213,control,old page,click
15140,control,old page,click
14795,control,old page,click
15330,control,old page,view
14680,control,old page,view
13820,control,old page,view
18258,treatment,new page,view
15175,control,old page,click
12948,control,old page,view
18562,treatment,new page,view
17187,treatment,new page,click
18256,treatment,new page,view
14025,control,old page,view
17677,treatment,new page,view
17351,treatment,new page,view
17095,treatment,new page,click
13367,control,old page,view
17288,treatment,new page,view
14970,control,old page,view
17735,treatment,new page,view
13078,control,old page,view
13459,control,old page,view
13671,control,old page,click
18002,treatment,new page,view
15249,control,old page,view
13234,control,old page,view
13895,control,old page,click
13011,control,old page,click
12987,control,old page,view
18065,treatment,new page,click
17104,treatment,new page,view
18110,treatment,new page,view
17318,treatment,new page,view
13900,control,old page,view
14426,control,old page,view
18148,treatment,new page,view
13474,control,old page,view
18679,treatment,new page,view
17062,treatment,new page,view
17562,treatment,new page,view
13993,control,old page,view
14280,control,old page,view
18364,treatment,new page,view
15634,control,old page,view
13661,control,old page,view
14240,control,old page,view
15260,control,old page,click
14994,control,old page,click
18028,treatment,new page,view
18527,treatment,new page,view
15670,control,old page,view
18181,treatment,new page,view
18237,treatment,new page,view
13209,control,old page,view
14350,control,old page,click
17973,treatment,new page,view
14765,control,old page,view
13426,control,old page,view
13905,control,old page,view
18314,treatment,new page,view
18547,treatment,new page,view
13838,control,old page,view
14197,control,old page,view
17144,treatment,new page,view
16899,treatment,new page,view
13376,control,old page,click
18685,treatment,new page,view
18371,treatment,new page,view
13913,control,old page,view
18461,treatment,new page,view
15594,control,old page,view
16924,treatment,new page,view
17628,treatment,new page,view
18303,treatment,new page,view
14927,control,old page,view
14497,control,old page,view
17720,treatment,new page,view
13671,control,old page,view
17864,treatment,new page,view
12951,control,old page,view
15624,control,old page,view
17974,treatment,new page,view
18308,treatment,new page,view
17545,treatment,new page,view
14148,control,old page,click
14478,control,old page,view
18192,treatment,new page,view
14011,control,old page,click
17061,treatment,new page,view
15148,control,old page,view
17336,treatment,new page,view
17099,treatment,new page,view
15450,control,old page,view
14387,control,old page,view
18349,treatment,new page,click
18665,treatment,new page,view
18368,treatment,new page,view
18559,treatment,new page,view
18288,treatment,new page,view
18017,treatment,new page,view
14097,control,old page,view
12929,control,old page,view
18451,treatment,new page,view
13306,control,old page,view
12916,control,old page,click
17011,treatment,new page,view
13908,control,old page,view
17349,treatment,new page,view
18532,treatment,new page,view
14350,control,old page,click
18131,treatment,new page,view
14144,control,old page,click
14554,control,old page,view
15499,control,old page,click
17399,treatment,new page,view
13142,control,old page,view
18241,treatment,new page,view
18007,treatment,new page,view
17075,treatment,new page,view
14473,control,old page,click
18274,treatment,new page,view
18156,treatment,new page,view
13633,control,old page,click
18499,treatment,new page,view
18411,treatment,new page,view
16928,treatment,new page,view
17848,treatment,new page,view
14447,control,old page,view
14404,control,old page,view
13889,control,old page,view
15207,control,old page,click
14578,control,old page,view
17914,treatment,new page,view
13991,control,old page,click
17403,treatment,new page,view
18425,treatment,new page,click
15711,control,old page,click
15647,control,old page,view
13009,control,old page,view
17546,treatment,new page,click
12959,control,old page,view
14009,control,old page,view
14097,control,old page,view
13348,control,old page,view
17260,treatment,new page,view
15184,control,old page,view
17764,treatment,new page,view
17747,treatment,new page,view
18430,treatment,new page,view
18303,treatment,new page,click
13615,control,old page,view
17091,treatment,new page,view
14126,control,old page,click
17623,treatment,new page,view
17717,treatment,new page,click
15398,control,old page,view
13727,control,old page,view
18102,treatment,new page,click
13164,control,old page,click
13011,control,old page,view
17460,treatment,new page,click
13475,control,old page,view
15489,control,old page,click
14108,control,old page,click
16913,treatment,new page,view
14141,control,old page,view
18688,treatment,new page,view
14552,control,old page,view
13409,control,old page,click
17213,treatment,new page,view
18459,treatment,new page,view
14754,control,old page,view
13904,control,old page,view
15556,control,old page,view
17359,treatment,new page,click
14930,control,old page,view
17157,treatment,new page,view
12987,control,old page,view
18636,treatment,new page,view
15120,control,old page,view
13336,control,old page,view
13700,control,old page,view
13526,control,old page,view
14416,control,old page,view
14086,control,old page,click
18175,treatment,new page,click
18427,treatment,new page,view
14973,control,old page,view
13198,control,old page,view
17211,treatment,new page,view
17253,treatment,new page,click
13215,control,old page,click
14739,control,old page,view
18475,treatment,new page,view
18238,treatment,new page,view
17953,treatment,new page,click
18209,treatment,new page,view
15597,control,old page,view
16999,treatment,new page,view
14189,control,old page,view
17978,treatment,new page,view
17718,treatment,new page,view
14135,control,old page,view
18638,treatment,new page,click
15520,control,old page,view
17466,treatment,new page,view
17174,treatment,new page,click
15205,control,old page,view
12932,control,old page,view
17130,treatment,new page,view
13739,control,old page,view
14646,control,old page,view
13913,control,old page,view
18475,treatment,new page,click
13535,control,old page,view
14465,control,old page,click
15517,control,old page,view
18293,treatment,new page,click
13171,control,old page,view
13301,control,old page,click
17637,treatment,new page,view
14025,control,old page,view
17889,treatment,new page,click
18446,treatment,new page,click
15207,control,old page,view
17794,treatment,new page,click
18661,treatment,new page,view
15398,control,old page,view
18385,treatment,new page,view
13081,control,old page,click
14524,control,old page,view
17474,treatment,new page,view
17655,treatment,new page,view
17812,treatment,new page,click
14353,control,old page,view
15537,control,old page,click
17251,treatment,new page,view
15133,control,old page,view
17964,treatment,new page,view
15362,control,old page,view
17871,treatment,new page,view
18520,treatment,new page,view
17289,treatment,new page,click
15231,control,old page,view
17355,treatment,new page,view
17487,treatment,new page,view
17732,treatment,new page,view
14414,control,old page,view
15032,control,old page,click
13834,control,old page,view
15408,control,old page,view
14972,control,old page,view
18498,treatment,new page,click
13357,control,old page,view
13215,control,old page,view
14750,control,old page,view
14172,control,old page,click
14264,control,old page,view
14777,control,old page,click
13321,control,old page,view
12915,control,old page,view
18051,treatment,new page,view
18294,treatment,new page,view
13717,control,old page,view
17215,treatment,new page,click
15412,control,old page,view
18187,treatment,new page,click
15761,control,old page,view
14110,control,old page,view
15264,control,old page,view
13640,control,old page,view
14442,control,old page,view
15167,control,old page,view
17464,treatment,new page,view
18288,treatment,new page,view
18666,treatment,new page,click
17648,treatment,new page,view
13561,control,old page,click
13477,control,old page,click
18603,treatment,new page,view
13382,control,old page,view
14918,control,old page,click
18233,treatment,new page,view
18057,treatment,new page,click
13787,control,old page,view
15552,control,old page,view
13640,control,old page,view
17048,treatment,new page,view
18306,treatment,new page,click
17911,treatment,new page,view
13314,control,old page,view
18600,treatment,new page,view
18601,treatment,new page,view
13278,control,old page,click
14182,control,old page,click
17964,treatment,new page,click
14428,control,old page,view
17509,treatment,new page,view
16904,treatment,new page,view
13343,control,old page,view
18182,treatment,new page,view
17909,treatment,new page,view
15256,control,old page,view
14923,control,old page,view
17667,treatment,new page,click
14240,control,old page,view
17869,treatment,new page,view
16948,treatment,new page,view
17471,treatment,new page,view
17712,treatment,new page,view
14775,control,old page,click
18641,treatment,new page,view
14238,control,old page,view
15389,control,old page,view
17527,treatment,new page,click
15286,control,old page,click
15658,control,old page,view
17064,treatment,new page,click
17230,treatment,new page,view
14986,control,old page,view
14615,control,old page,view
18186,treatment,new page,view
14775,control,old page,click
14501,control,old page,click
13340,control,old page,view
18455,treatment,new page,view
15192,control,old page,click
17442,treatment,new page,view
14305,control,old page,view
13385,control,old page,click
14660,control,old page,view
15396,control,old page,view
17002,treatment,new page,click
17902,treatment,new page,click
18327,treatment,new page,view
14497,control,old page,view
18013,treatment,new page,view
14608,control,old page,view
16938,treatment,new page,click
18370,treatment,new page,view
17224,treatment,new page,view
15196,control,old page,view
15711,control,old page,view
14941,control,old page,view
14722,control,old page,view
13899,control,old page,view
17526,treatment,new page,view
17653,treatment,new page,view
14035,control,old page,click
15537,control,old page,view
13913,control,old page,view
13176,control,old page,view
13574,control,old page,view
18692,treatment,new page,view
17478,treatment,new page,view
13438,control,old page,view
17218,treatment,new page,view
18590,treatment,new page,view
14063,control,old page,view
17064,treatment,new page,view
18671,treatment,new page,click
17514,treatment,new page,view
14787,control,old page,view
14621,control,old page,view
18662,treatment,new page,click
17289,treatment,new page,view
13198,control,old page,view
15471,control,old page,click
17360,treatment,new page,view
15230,control,old page,view
13485,control,old page,view
15697,control,old page,click
13870,control,old page,view
12982,control,old page,view
17996,treatment,new page,view
18270,treatment,new page,view
15100,control,old page,view
17915,treatment,new page,view
17952,treatment,new page,view
14345,control,old page,view
18170,treatment,new page,view
17919,treatment,new page,click
14566,control,old page,view
16952,treatment,new page,view
14090,control,old page,view
14411,control,old page,click
17245,treatment,new page,view
18188,treatment,new page,view
17530,treatment,new page,view
17771,treatment,new page,view
17392,treatment,new page,view
13716,control,old page,view
15210,control,old page,click
14617,control,old page,view
13001,control,old page,click
18472,treatment,new page,view
15102,control,old page,view
17002,treatment,new page,view
14203,control,old page,view
17237,treatment,new page,click
15757,control,old page,view
18313,treatment,new page,view
14309,control,old page,view
13404,control,old page,view
17017,treatment,new page,view
17191,treatment,new page,click
17233,treatment,new page,click
18361,treatment,new page,view
18568,treatment,new page,view
17952,treatment,new page,view
13092,control,old page,view
15115,control,old page,click
17166,treatment,new page,click
14452,control,old page,click
14895,control,old page,view
17800,treatment,new page,view
14846,control,old page,view
12912,control,old page,view
18106,treatment,new page,click
18403,treatment,new page,click
13670,control,old page,click
14373,control,old page,view
14694,control,old page,click
17824,treatment,new page,view
18540,treatment,new page,view
13009,control,old page,view
13037,control,old page,view
13248,control,old page,view
13903,control,old page,view
13929,control,old page,click
17643,treatment,new page,view
14552,control,old page,view
15009,control,old page,click
15592,control,old page,view
17832,treatment,new page,view
18564,treatment,new page,click
15681,control,old page,click
17338,treatment,new page,view
17009,treatment,new page,view
14348,control,old page,click
17405,treatment,new page,view
17338,treatment,new page,view
18343,treatment,new page,view
14703,control,old page,view
17481,treatment,new page,click
18051,treatment,new page,view
18332,treatment,new page,view
13739,control,old page,view
15445,control,old page,view
14809,control,old page,view
15058,control,old page,view
13904,control,old page,view
17504,treatment,new page,view
14972,control,old page,view
17437,treatment,new page,view
18508,treatment,new page,view
12913,control,old page,view
14815,control,old page,view
14773,control,old page,view
14875,control,old page,view
17416,treatment,new page,click
18385,treatment,new page,click
13152,control,old page,click
18046,treatment,new page,view
15598,control,old page,click
17536,treatment,new page,click
15157,control,old page,view
18304,treatment,new page,view
14920,control,old page,view
13606,control,old page,click
15398,control,old page,view
13104,control,old page,view
18009,treatment,new page,view
15101,control,old page,view
14639,control,old page,click
17286,treatment,new page,view
17644,treatment,new page,view
14682,control,old page,view
15679,control,old page,click
13691,control,old page,click
15465,control,old page,view
17796,treatment,new page,click
13191,control,old page,click
18441,treatment,new page,view
18056,treatment,new page,view
14964,control,old page,view
14112,control,old page,view
13376,control,old page,click
17388,treatment,new page,click
13335,control,old page,click
13828,control,old page,view
17661,treatment,new page,view
17170,treatment,new page,view
17003,treatment,new page,view
16916,treatment,new page,click
14232,control,old page,click
18317,treatment,new page,view
15619,control,old page,view
18527,treatment,new page,view
17170,treatment,new page,click
18388,treatment,new page,view
18412,treatment,new page,view
17448,treatment,new page,view
18570,treatment,new page,view
14717,control,old page,view
18434,treatment,new page,view
14190,control,old page,view
15575,control,old page,view
15547,control,old page,view
15114,control,old page,view
17642,treatment,new page,view
14300,control,old page,click
15026,control,old page,view
14028,control,old page,view
18353,treatment,new page,view
17009,treatment,new page,view
18328,treatment,new page,click
18247,treatment,new page,view
17036,treatment,new page,view
17262,treatment,new page,view
17570,treatment,new page,view
17530,treatment,new page,view
17519,treatment,new page,view
17405,treatment,new page,view
14262,control,old page,view
