id,group,page,session_time
13873,control,old page,1.5
17299,treatment,new page,2.5
18209,treatment,new page,2.5
17738,treatment,new page,2.5
14204,control,old page,1
19324,treatment,new page,2.5
16942,treatment,new page,2
16787,treatment,new page,2.5
16911,treatment,new page,2.5
17507,treatment,new page,2.5
15780,control,old page,1
15322,control,old page,1.5
18887,treatment,new page,2
17558,treatment,new page,2.5
15798,control,old page,2.5
17715,treatment,new page,2
18261,treatment,new page,2
17012,treatment,new page,2
15537,control,old page,2.5
16409,control,old page,1.5
17756,treatment,new page,2
17318,treatment,new page,2
18628,treatment,new page,2.5
15954,control,old page,2
18772,treatment,new page,2
19637,treatment,new page,2.5
17816,treatment,new page,2.5
19835,treatment,new page,2
13275,control,old page,1
18335,treatment,new page,2
14455,control,old page,1.5
16253,control,old page,2
15101,control,old page,2.5
15209,control,old page,1.5
18028,treatment,new page,2.5
17402,treatment,new page,2.5
17091,treatment,new page,2
17702,treatment,new page,2.5
13239,control,old page,1.5
17895,treatment,new page,2
14915,control,old page,1.5
13504,control,old page,2.5
18297,treatment,new page,2.5
18616,treatment,new page,2
16384,control,old page,1.5
16825,treatment,new page,2.5
15388,control,old page,1.5
16458,control,old page,2
13885,control,old page,2
19699,treatment,new page,2.5
17541,treatment,new page,2.5
16117,control,old page,2
13369,control,old page,1.5
14354,control,old page,1
15829,control,old page,1.5
14249,control,old page,2
13652,control,old page,1.5
16681,treatment,new page,2.5
13921,control,old page,1
17284,treatment,new page,2
13145,control,old page,1.5
16318,control,old page,2
16667,treatment,new page,2
18022,treatment,new page,2
14113,control,old page,1
17161,treatment,new page,2.5
13218,control,old page,1.5
14060,control,old page,1
18865,treatment,new page,2.5
14000,control,old page,2
18936,treatment,new page,2.5
13933,control,old page,1
17723,treatment,new page,2
16477,control,old page,1
15825,control,old page,2.5
13206,control,old page,2.5
16967,treatment,new page,2.5
14267,control,old page,1.5
18275,treatment,new page,2.5
18307,treatment,new page,2.5
13240,control,old page,1.5
16102,control,old page,2
15939,control,old page,1
15439,control,old page,2.5
17376,treatment,new page,2.5
17560,treatment,new page,2
16245,control,old page,2
13908,control,old page,1
18984,treatment,new page,2.5
14416,control,old page,2
17147,treatment,new page,2
15057,control,old page,1.5
13832,control,old page,2
15535,control,old page,1.5
16428,control,old page,2.5
19202,treatment,new page,2.5
18662,treatment,new page,2.5
16720,treatment,new page,2
16766,treatment,new page,2
13247,control,old page,1.5
15408,control,old page,1.5
17286,treatment,new page,2
17926,treatment,new page,2.5
13560,control,old page,1
19121,treatment,new page,2
19759,treatment,new page,2.5
19543,treatment,new page,2
17078,treatment,new page,2.5
16790,treatment,new page,2.5
19458,treatment,new page,2.5
13134,control,old page,1
19396,treatment,new page,2.5
13757,control,old page,1.5
15463,control,old page,2
15297,control,old page,2.5
19380,treatment,new page,2.5
19578,treatment,new page,2.5
13617,control,old page,2.5
14009,control,old page,2.5
13989,control,old page,1
13389,control,old page,2.5
18774,treatment,new page,2.5
17697,treatment,new page,2.5
15490,control,old page,2
13973,control,old page,2.5
13321,control,old page,1.5
15390,control,old page,1
13764,control,old page,2.5
17686,treatment,new page,2
14624,control,old page,1.5
13315,control,old page,2.5
18678,treatment,new page,2.5
14965,control,old page,1.5
13756,control,old page,2
15150,control,old page,1.5
18842,treatment,new page,2
19111,treatment,new page,2.5
15203,control,old page,2
13077,control,old page,1
14907,control,old page,2.5
13131,control,old page,2
16026,control,old page,1.5
14878,control,old page,2
16606,control,old page,2.5
19050,treatment,new page,2.5
18485,treatment,new page,2
15599,control,old page,2
17868,treatment,new page,2
13198,control,old page,1
13525,control,old page,2.5
15708,control,old page,1.5
16416,control,old page,2.5
19329,treatment,new page,2
13737,control,old page,1
15518,control,old page,2.5
17943,treatment,new page,2.5
17795,treatment,new page,2.5
16982,treatment,new page,2
16217,control,old page,1.5
18560,treatment,new page,2
13274,control,old page,1
17092,treatment,new page,2.5
17626,treatment,new page,2.5
16655,treatment,new page,2.5
14054,control,old page,2.5
15204,control,old page,2
15940,control,old page,2.5
18348,treatment,new page,2
14746,control,old page,1
16761,treatment,new page,2
14011,control,old page,1.5
19210,treatment,new page,2.5
18998,treatment,new page,2
18432,treatment,new page,2
14203,control,old page,2.5
13948,control,old page,2
15480,control,old page,1
18875,treatment,new page,2
17581,treatment,new page,2.5
18608,treatment,new page,2.5
15443,control,old page,1
13097,control,old page,2.5
13142,control,old page,1
13580,control,old page,1.5
19384,treatment,new page,2.5
13331,control,old page,1.5
16631,control,old page,1.5
15998,control,old page,2
17062,treatment,new page,2.5
13604,control,old page,2
14311,control,old page,2.5
17393,treatment,new page,2
19681,treatment,new page,2
13213,control,old page,2
15561,control,old page,1
13336,control,old page,2.5
16597,control,old page,1.5
18644,treatment,new page,2
15987,control,old page,1.5
18375,treatment,new page,2.5
15769,control,old page,1
19178,treatment,new page,2.5
16193,control,old page,2
19470,treatment,new page,2
15492,control,old page,1.5
18212,treatment,new page,2.5
13947,control,old page,1
16243,control,old page,2.5
16411,control,old page,2.5
19871,treatment,new page,2.5
16205,control,old page,2
15206,control,old page,1.5
19305,treatment,new page,2.5
17824,treatment,new page,2
13917,control,old page,1.5
15443,control,old page,1
15761,control,old page,1
18447,treatment,new page,2.5
15042,control,old page,2.5
14760,control,old page,2.5
19496,treatment,new page,2.5
15631,control,old page,1.5
13449,control,old page,2
13003,control,old page,2
19355,treatment,new page,2
19530,treatment,new page,2.5
16089,control,old page,1
15328,control,old page,2.5
17021,treatment,new page,2
14277,control,old page,1.5
18500,treatment,new page,2
18201,treatment,new page,2
16322,control,old page,1
14222,control,old page,1
17927,treatment,new page,2
16403,control,old page,1
16866,treatment,new page,2.5
15890,control,old page,1.5
18191,treatment,new page,2
13344,control,old page,1
18760,treatment,new page,2.5
16379,control,old page,2
16657,treatment,new page,2
15772,control,old page,1.5
14840,control,old page,2.5
16265,control,old page,2
16797,treatment,new page,2.5
17269,treatment,new page,2
14769,control,old page,2
16884,treatment,new page,2.5
13135,control,old page,1.5
16399,control,old page,1
19168,treatment,new page,2
17422,treatment,new page,2
19342,treatment,new page,2
13617,control,old page,1.5
14628,control,old page,1
16271,control,old page,2
16120,control,old page,1.5
18267,treatment,new page,2
19322,treatment,new page,2
15143,control,old page,1
19849,treatment,new page,2.5
15357,control,old page,1
18115,treatment,new page,2
14179,control,old page,2.5
18873,treatment,new page,2.5
16825,treatment,new page,2
13422,control,old page,2.5
18312,treatment,new page,2.5
18007,treatment,new page,2
15712,control,old page,2
18240,treatment,new page,2
19638,treatment,new page,2.5
19803,treatment,new page,2.5
18949,treatment,new page,2
15203,control,old page,2.5
16137,control,old page,2.5
19660,treatment,new page,2.5
14957,control,old page,1.5
16125,control,old page,1.5
15495,control,old page,1
17601,treatment,new page,2.5
17608,treatment,new page,2
18831,treatment,new page,2
13235,control,old page,1
14677,control,old page,1
18229,treatment,new page,2
16192,control,old page,2
15343,control,old page,2.5
16033,control,old page,1
13539,control,old page,2.5
13480,control,old page,1.5
13302,control,old page,2
15162,control,old page,1.5
19086,treatment,new page,2
16620,control,old page,1
17131,treatment,new page,2.5
14863,control,old page,2.5
18946,treatment,new page,2
14193,control,old page,1.5
15759,control,old page,1
13631,control,old page,2.5
18381,treatment,new page,2.5
14962,control,old page,2.5
16335,control,old page,1.5
15515,control,old page,1
17821,treatment,new page,2.5
14141,control,old page,2.5
17693,treatment,new page,2
13873,control,old page,2
19397,treatment,new page,2
15371,control,old page,2
17634,treatment,new page,2
15071,control,old page,1.5
17033,treatment,new page,2.5
19275,treatment,new page,2.5
17226,treatment,new page,2
19488,treatment,new page,2.5
13736,control,old page,2.5
14740,control,old page,1.5
17235,treatment,new page,2.5
13798,control,old page,2.5
15861,control,old page,1.5
14151,control,old page,2.5
19773,treatment,new page,2.5
18538,treatment,new page,2.5
19659,treatment,new page,2
18211,treatment,new page,2.5
19833,treatment,new page,2.5
18123,treatment,new page,2
16087,control,old page,1.5
18203,treatment,new page,2
15078,control,old page,1
16726,treatment,new page,2.5
16183,control,old page,2
13567,control,old page,1
14309,control,old page,2
13216,control,old page,2.5
16291,control,old page,2
19166,treatment,new page,2.5
14102,control,old page,1
18766,treatment,new page,2
16734,treatment,new page,2.5
16796,treatment,new page,2.5
13377,control,old page,2.5
14310,control,old page,1.5
19508,treatment,new page,2.5
14131,control,old page,1.5
15180,control,old page,1
19244,treatment,new page,2.5
16400,control,old page,1
18005,treatment,new page,2.5
14424,control,old page,1
15977,control,old page,2
13865,control,old page,1
14462,control,old page,2.5
19098,treatment,new page,2
17953,treatment,new page,2
19310,treatment,new page,2
17739,treatment,new page,2
19011,treatment,new page,2
15138,control,old page,1.5
17912,treatment,new page,2
19302,treatment,new page,2.5
18357,treatment,new page,2.5
14843,control,old page,2
14865,control,old page,2.5
16151,control,old page,2
16347,control,old page,1
17324,treatment,new page,2.5
15802,control,old page,1
17878,treatment,new page,2
16993,treatment,new page,2
15191,control,old page,2.5
19114,treatment,new page,2.5
18102,treatment,new page,2
13234,control,old page,2.5
13020,control,old page,2.5
15412,control,old page,2.5
17268,treatment,new page,2
13053,control,old page,2
13384,control,old page,1
18456,treatment,new page,2
16524,control,old page,1
17389,treatment,new page,2.5
18049,treatment,new page,2
14899,control,old page,2
19781,treatment,new page,2
16267,control,old page,1.5
18039,treatment,new page,2.5
17123,treatment,new page,2.5
18669,treatment,new page,2.5
13608,control,old page,1
19059,treatment,new page,2
19707,treatment,new page,2.5
19097,treatment,new page,2.5
15386,control,old page,2.5
15621,control,old page,1.5
17424,treatment,new page,2
17347,treatment,new page,2
13197,control,old page,2
17073,treatment,new page,2
14450,control,old page,1.5
15600,control,old page,1.5
15122,control,old page,2.5
17350,treatment,new page,2
17814,treatment,new page,2.5
14163,control,old page,2.5
19700,treatment,new page,2.5
19238,treatment,new page,2
19345,treatment,new page,2.5
16088,control,old page,2.5
17699,treatment,new page,2
15335,control,old page,1
18865,treatment,new page,2.5
13227,control,old page,1
17102,treatment,new page,2
16348,control,old page,1
15462,control,old page,2
15160,control,old page,2.5
14626,control,old page,2
19774,treatment,new page,2
15692,control,old page,2
17701,treatment,new page,2.5
15451,control,old page,1.5
13997,control,old page,1
15079,control,old page,2.5
19611,treatment,new page,2.5
16081,control,old page,2
15841,control,old page,2
18957,treatment,new page,2.5
13982,control,old page,2
16744,treatment,new page,2
18313,treatment,new page,2.5
13041,control,old page,1.5
17887,treatment,new page,2.5
18469,treatment,new page,2
18094,treatment,new page,2
18714,treatment,new page,2.5
15025,control,old page,1
17665,treatment,new page,2.5
16157,control,old page,2
13281,control,old page,2.5
13670,control,old page,1
13229,control,old page,1
15464,control,old page,1
14305,control,old page,2
14876,control,old page,2
13122,control,old page,2.5
17262,treatment,new page,2.5
18426,treatment,new page,2
17728,treatment,new page,2.5
18143,treatment,new page,2.5
17702,treatment,new page,2.5
17284,treatment,new page,2
18804,treatment,new page,2
16699,treatment,new page,2
13068,control,old page,2
18816,treatment,new page,2
13179,control,old page,2.5
14607,control,old page,1
17264,treatment,new page,2.5
14701,control,old page,1.5
14137,control,old page,1
13080,control,old page,2.5
17975,treatment,new page,2.5
16648,control,old page,2
16504,control,old page,2.5
14800,control,old page,2.5
16170,control,old page,1.5
16504,control,old page,2
16861,treatment,new page,2
18271,treatment,new page,2.5
19793,treatment,new page,2
17907,treatment,new page,2.5
14008,control,old page,1.5
18899,treatment,new page,2.5
17972,treatment,new page,2
12999,control,old page,2
19444,treatment,new page,2
19536,treatment,new page,2.5
14739,control,old page,2
15709,control,old page,1.5
18365,treatment,new page,2.5
15117,control,old page,1.5
15850,control,old page,2
17437,treatment,new page,2.5
14052,control,old page,2.5
16087,control,old page,1.5
18794,treatment,new page,2.5
15176,control,old page,1.5
19873,treatment,new page,2.5
13426,control,old page,1.5
16939,treatment,new page,2.5
17732,treatment,new page,2
17159,treatment,new page,2.5
13599,control,old page,1
17836,treatment,new page,2
17082,treatment,new page,2.5
14756,control,old page,1
16876,treatment,new page,2
14437,control,old page,2
18140,treatment,new page,2
15126,control,old page,2.5
13816,control,old page,1.5
16025,control,old page,1
18237,treatment,new page,2.5
14619,control,old page,2.5
14774,control,old page,2.5
16258,control,old page,1.5
14540,control,old page,2
17636,treatment,new page,2.5
16437,control,old page,2
18239,treatment,new page,2
13256,control,old page,2
15879,control,old page,2
19092,treatment,new page,2.5
18155,treatment,new page,2.5
18141,treatment,new page,2
18246,treatment,new page,2.5
16052,control,old page,2
14108,control,old page,1
13542,control,old page,1.5
13372,control,old page,2
18719,treatment,new page,2
15488,control,old page,2
16633,control,old page,1.5
19541,treatment,new page,2
13693,control,old page,1.5
17592,treatment,new page,2
18369,treatment,new page,2
19149,treatment,new page,2.5
19655,treatment,new page,2
13755,control,old page,2.5
16124,control,old page,1
19690,treatment,new page,2.5
13882,control,old page,2
14509,control,old page,1
13504,control,old page,1
15395,control,old page,1
17612,treatment,new page,2.5
17455,treatment,new page,2.5
15867,control,old page,1.5
14297,control,old page,2.5
13938,control,old page,2
14429,control,old page,2.5
16731,treatment,new page,2.5
15419,control,old page,1.5
14215,control,old page,2.5
17303,treatment,new page,2.5
17549,treatment,new page,2.5
19342,treatment,new page,2
18376,treatment,new page,2
16690,treatment,new page,2
19836,treatment,new page,2
15114,control,old page,1.5
16076,control,old page,1
19192,treatment,new page,2.5
17139,treatment,new page,2.5
14681,control,old page,2.5
13782,control,old page,1
15491,control,old page,1.5
19165,treatment,new page,2
15859,control,old page,2.5
15159,control,old page,2
16451,control,old page,1
18394,treatment,new page,2.5
13061,control,old page,1.5
17244,treatment,new page,2
19537,treatment,new page,2
19869,treatment,new page,2
18775,treatment,new page,2
15787,control,old page,2.5
18955,treatment,new page,2
16933,treatment,new page,2.5
19187,treatment,new page,2.5
19629,treatment,new page,2.5
15247,control,old page,2
13411,control,old page,1
18638,treatment,new page,2.5
18049,treatment,new page,2.5
15146,control,old page,2.5
18639,treatment,new page,2
19591,treatment,new page,2
19872,treatment,new page,2
17421,treatment,new page,2.5
18302,treatment,new page,2.5
17608,treatment,new page,2.5
18306,treatment,new page,2.5
15460,control,old page,1
14139,control,old page,2.5
18893,treatment,new page,2
18338,treatment,new page,2.5
15995,control,old page,1
15880,control,old page,2
14359,control,old page,2
19111,treatment,new page,2
19413,treatment,new page,2
15670,control,old page,1.5
17453,treatment,new page,2
15849,control,old page,2.5
16545,control,old page,2.5
15303,control,old page,2
13136,control,old page,1.5
13821,control,old page,1
14785,control,old page,1
14779,control,old page,2
13161,control,old page,2.5
18208,treatment,new page,2
18545,treatment,new page,2
18862,treatment,new page,2
14628,control,old page,1
17071,treatment,new page,2.5
13148,control,old page,2.5
15750,control,old page,1.5
15463,control,old page,2
18503,treatment,new page,2
18978,treatment,new page,2.5
14602,control,old page,2
19055,treatment,new page,2
13520,control,old page,1.5
18517,treatment,new page,2
17905,treatment,new page,2
15595,control,old page,1.5
16352,control,old page,2
15834,control,old page,1.5
18819,treatment,new page,2
17994,treatment,new page,2
13401,control,old page,1
13634,control,old page,1.5
13833,control,old page,2.5
15730,control,old page,2
17973,treatment,new page,2.5
15762,control,old page,1
13865,control,old page,1
13185,control,old page,1.5
13724,control,old page,1
18378,treatment,new page,2.5
13023,control,old page,2
16509,control,old page,2
15223,control,old page,1.5
14816,control,old page,2.5
13155,control,old page,2.5
15898,control,old page,2.5
13859,control,old page,2.5
14815,control,old page,1
15816,control,old page,1
14289,control,old page,2
16805,treatment,new page,2
15505,control,old page,1
17765,treatment,new page,2
13682,control,old page,2
14454,control,old page,1
18462,treatment,new page,2
15534,control,old page,2
14245,control,old page,2.5
18174,treatment,new page,2
17834,treatment,new page,2.5
15228,control,old page,2.5
15271,control,old page,1
16541,control,old page,2
15353,control,old page,1
15573,control,old page,1
17521,treatment,new page,2.5
13259,control,old page,2
15797,control,old page,2
17730,treatment,new page,2
14722,control,old page,1
18315,treatment,new page,2
17622,treatment,new page,2.5
14708,control,old page,1
18000,treatment,new page,2.5
17976,treatment,new page,2.5
18693,treatment,new page,2.5
15652,control,old page,1
15457,control,old page,1.5
19406,treatment,new page,2.5
14112,control,old page,2
13823,control,old page,1.5
17618,treatment,new page,2
18939,treatment,new page,2
19314,treatment,new page,2.5
13264,control,old page,1.5
15044,control,old page,1.5
19443,treatment,new page,2.5
13686,control,old page,1.5
18511,treatment,new page,2.5
13677,control,old page,1.5
13436,control,old page,2
13555,control,old page,1.5
13527,control,old page,2.5
18955,treatment,new page,2
17691,treatment,new page,2
17191,treatment,new page,2
13261,control,old page,2.5
14150,control,old page,1
15069,control,old page,1.5
17327,treatment,new page,2.5
14836,control,old page,1.5
18547,treatment,new page,2
14737,control,old page,1.5
18740,treatment,new page,2
13303,control,old page,2.5
15349,control,old page,1.5
16512,control,old page,2.5
16937,treatment,new page,2
19606,treatment,new page,2
16491,control,old page,1
19046,treatment,new page,2
19554,treatment,new page,2.5
16786,treatment,new page,2
16525,control,old page,2.5
19403,treatment,new page,2
18601,treatment,new page,2.5
13505,control,old page,2
19579,treatment,new page,2
15098,control,old page,2
15024,control,old page,1
14746,control,old page,1
15988,control,old page,1.5
19430,treatment,new page,2.5
19836,treatment,new page,2.5
16879,treatment,new page,2.5
18336,treatment,new page,2
14347,control,old page,1
15827,control,old page,1.5
15093,control,old page,2
13398,control,old page,1.5
17925,treatment,new page,2
19283,treatment,new page,2.5
16427,control,old page,2
18490,treatment,new page,2
15538,control,old page,2
17424,treatment,new page,2.5
19320,treatment,new page,2.5
14020,control,old page,1.5
14057,control,old page,1.5
16126,control,old page,2.5
13389,control,old page,2.5
15851,control,old page,2
18515,treatment,new page,2.5
16249,control,old page,1.5
19181,treatment,new page,2.5
19173,treatment,new page,2
18716,treatment,new page,2
14531,control,old page,1.5
17862,treatment,new page,2
16135,control,old page,1
15486,control,old page,1.5
18244,treatment,new page,2
16742,treatment,new page,2
15357,control,old page,1
19726,treatment,new page,2.5
19078,treatment,new page,2
19522,treatment,new page,2.5
17176,treatment,new page,2
16631,control,old page,2.5
18857,treatment,new page,2
13269,control,old page,1
15253,control,old page,2.5
18799,treatment,new page,2
14827,control,old page,2.5
17760,treatment,new page,2.5
19617,treatment,new page,2
15697,control,old page,2
18908,treatment,new page,2.5
13456,control,old page,2.5
16975,treatment,new page,2.5
16816,treatment,new page,2.5
16200,control,old page,2
19335,treatment,new page,2.5
15792,control,old page,1.5
13355,control,old page,2
15947,control,old page,1.5
19000,treatment,new page,2
16804,treatment,new page,2.5
19859,treatment,new page,2
17815,treatment,new page,2.5
14939,control,old page,1
17606,treatment,new page,2.5
19557,treatment,new page,2
19092,treatment,new page,2
14478,control,old page,1.5
19817,treatment,new page,2
15541,control,old page,1
14977,control,old page,2
14572,control,old page,1
18593,treatment,new page,2
18826,treatment,new page,2.5
18092,treatment,new page,2
17612,treatment,new page,2
18343,treatment,new page,2
13107,control,old page,1.5
16270,control,old page,1
19196,treatment,new page,2
14365,control,old page,2
15760,control,old page,2.5
18086,treatment,new page,2
16841,treatment,new page,2.5
13149,control,old page,2
15851,control,old page,2.5
17645,treatment,new page,2
17340,treatment,new page,2.5
19505,treatment,new page,2
14335,control,old page,2
19078,treatment,new page,2.5
18872,treatment,new page,2.5
14194,control,old page,2.5
14874,control,old page,2.5
17538,treatment,new page,2.5
18489,treatment,new page,2
13365,control,old page,1
14756,control,old page,2
15250,control,old page,2
16863,treatment,new page,2.5
17507,treatment,new page,2.5
16344,control,old page,1
19706,treatment,new page,2
19256,treatment,new page,2
15550,control,old page,2.5
16117,control,old page,1
14101,control,old page,1
17399,treatment,new page,2.5
16109,control,old page,1.5
15278,control,old page,2
13990,control,old page,1.5
15558,control,old page,1.5
15207,control,old page,2.5
17724,treatment,new page,2.5
18772,treatment,new page,2
15109,control,old page,2
18867,treatment,new page,2
17750,treatment,new page,2.5
13315,control,old page,2
17059,treatment,new page,2.5
13477,control,old page,2.5
14155,control,old page,1
19694,treatment,new page,2.5
18999,treatment,new page,2
19567,treatment,new page,2
17811,treatment,new page,2
19864,treatment,new page,2.5
14910,control,old page,1.5
18257,treatment,new page,2
15689,control,old page,2
13091,control,old page,2
13752,control,old page,2.5
19825,treatment,new page,2
17126,treatment,new page,2.5
18277,treatment,new page,2
16185,control,old page,1.5
13086,control,old page,2
19766,treatment,new page,2.5
14157,control,old page,1.5
13592,control,old page,2.5
13797,control,old page,2.5
16232,control,old page,1
13002,control,old page,2.5
15478,control,old page,1
17125,treatment,new page,2.5
15384,control,old page,2
13974,control,old page,2
16713,treatment,new page,2.5
19666,treatment,new page,2.5
17274,treatment,new page,2.5
15524,control,old page,2.5
17726,treatment,new page,2
15599,control,old page,2.5
13929,control,old page,2.5
16826,treatment,new page,2
13542,control,old page,1.5
18394,treatment,new page,2.5
17979,treatment,new page,2.5
18125,treatment,new page,2
19431,treatment,new page,2
13710,control,old page,1
14597,control,old page,1
19806,treatment,new page,2
14813,control,old page,2
15665,control,old page,1
16915,treatment,new page,2.5
17450,treatment,new page,2
18961,treatment,new page,2.5
18609,treatment,new page,2.5
14492,control,old page,1
19591,treatment,new page,2
18069,treatment,new page,2.5
15450,control,old page,2
17472,treatment,new page,2.5
13622,control,old page,2
16257,control,old page,2
14589,control,old page,2.5
16870,treatment,new page,2
14670,control,old page,2
18147,treatment,new page,2
19520,treatment,new page,2
19571,treatment,new page,2.5
19634,treatment,new page,2
17248,treatment,new page,2
18789,treatment,new page,2.5
17776,treatment,new page,2.5
17773,treatment,new page,2.5
17211,treatment,new page,2
18012,treatment,new page,2.5
16442,control,old page,2
14518,control,old page,2.5
13011,control,old page,2.5
18762,treatment,new page,2
17133,treatment,new page,2.5
16883,treatment,new page,2.5
14147,control,old page,1
13858,control,old page,1.5
14147,control,old page,2
19768,treatment,new page,2.5
13854,control,old page,1.5
13619,control,old page,1
18297,treatment,new page,2.5
14360,control,old page,2
19353,treatment,new page,2.5
13025,control,old page,1
14477,control,old page,2
15536,control,old page,2
16672,treatment,new page,2
16501,control,old page,1.5
17050,treatment,new page,2.5
17646,treatment,new page,2.5
19203,treatment,new page,2
13993,control,old page,1
15047,control,old page,2.5
16633,control,old page,1.5
15566,control,old page,2
14067,control,old page,2
14387,control,old page,1.5
14955,control,old page,1.5
18673,treatment,new page,2
13133,control,old page,2
19132,treatment,new page,2
14358,control,old page,2.5
16363,control,old page,2.5
13113,control,old page,1
16603,control,old page,1.5
19763,treatment,new page,2.5
19574,treatment,new page,2
15996,control,old page,1
15962,control,old page,2.5
16167,control,old page,2.5
19357,treatment,new page,2
15480,control,old page,2.5
16275,control,old page,1
18549,treatment,new page,2
13139,control,old page,2.5
14341,control,old page,2.5
14468,control,old page,2.5
19579,treatment,new page,2
18712,treatment,new page,2.5
15776,control,old page,1.5
19147,treatment,new page,2.5
14732,control,old page,1.5
15257,control,old page,2
14412,control,old page,1.5
16843,treatment,new page,2
16072,control,old page,2
19868,treatment,new page,2
19282,treatment,new page,2.5
13902,control,old page,2
13196,control,old page,2
19422,treatment,new page,2.5
16191,control,old page,2.5
13098,control,old page,2
14838,control,old page,1.5
17271,treatment,new page,2
18713,treatment,new page,2.5
15607,control,old page,1.5
17232,treatment,new page,2.5
18595,treatment,new page,2.5
19731,treatment,new page,2
18095,treatment,new page,2.5
15134,control,old page,1.5
15935,control,old page,2
13562,control,old page,1.5
19666,treatment,new page,2
13506,control,old page,2
17690,treatment,new page,2.5
13681,control,old page,1.5
15612,control,old page,1
13809,control,old page,2.5
17896,treatment,new page,2
17642,treatment,new page,2
18758,treatment,new page,2
19199,treatment,new page,2
18525,treatment,new page,2.5
17328,treatment,new page,2.5
15938,control,old page,2
13091,control,old page,1
15489,control,old page,1
13707,control,old page,2.5
18877,treatment,new page,2
19856,treatment,new page,2
18254,treatment,new page,2.5
19417,treatment,new page,2
17185,treatment,new page,2.5
13325,control,old page,1.5
17634,treatment,new page,2.5
17260,treatment,new page,2
15174,control,old page,1
18345,treatment,new page,2
18666,treatment,new page,2
19573,treatment,new page,2
15992,control,old page,1
18730,treatment,new page,2.5
15372,control,old page,2
16733,treatment,new page,2
13224,control,old page,2.5
16461,control,old page,2
17054,treatment,new page,2.5
14515,control,old page,2
16292,control,old page,2
13625,control,old page,2
18042,treatment,new page,2
19428,treatment,new page,2.5
14226,control,old page,1.5
19576,treatment,new page,2.5
13103,control,old page,2
14312,control,old page,2
16635,control,old page,1
15035,control,old page,2
15465,control,old page,1.5
17252,treatment,new page,2.5
14724,control,old page,1
14351,control,old page,2
18020,treatment,new page,2.5
18331,treatment,new page,2.5
15189,control,old page,2.5
13200,control,old page,2.5
18472,treatment,new page,2
13573,control,old page,1.5
15704,control,old page,2.5
17587,treatment,new page,2.5
17022,treatment,new page,2.5
19424,treatment,new page,2
19132,treatment,new page,2
17308,treatment,new page,2.5
17455,treatment,new page,2
18291,treatment,new page,2.5
19023,treatment,new page,2.5
15894,control,old page,1
14485,control,old page,2
16392,control,old page,2.5
19777,treatment,new page,2.5
17237,treatment,new page,2.5
17157,treatment,new page,2
15237,control,old page,2.5
15151,control,old page,2.5
19862,treatment,new page,2
16167,control,old page,1
16177,control,old page,1.5
17260,treatment,new page,2.5
13087,control,old page,2
17223,treatment,new page,2
16260,control,old page,1
19548,treatment,new page,2.5
15185,control,old page,2
18207,treatment,new page,2.5
16882,treatment,new page,2.5
14864,control,old page,1.5
18499,treatment,new page,2.5
19247,treatment,new page,2
18414,treatment,new page,2
19080,treatment,new page,2.5
16626,control,old page,1
14037,control,old page,1.5
17429,treatment,new page,2
14213,control,old page,1
13483,control,old page,2
16625,control,old page,2
14801,control,old page,2.5
14343,control,old page,2
17675,treatment,new page,2.5
18646,treatment,new page,2
16979,treatment,new page,2
17254,treatment,new page,2
15520,control,old page,2.5
15446,control,old page,2.5
13493,control,old page,1.5
14284,control,old page,2.5
16527,control,old page,2.5
19607,treatment,new page,2.5
18459,treatment,new page,2.5
19052,treatment,new page,2
14865,control,old page,1.5
13802,control,old page,2.5
16561,control,old page,2.5
17132,treatment,new page,2
14374,control,old page,1.5
14679,control,old page,1
13456,control,old page,1
18061,treatment,new page,2
18777,treatment,new page,2.5
16473,control,old page,1.5
15070,control,old page,1.5
13485,control,old page,1
16380,control,old page,1
19240,treatment,new page,2
13889,control,old page,2
18850,treatment,new page,2
15602,control,old page,1.5
18960,treatment,new page,2.5
13385,control,old page,1.5
18001,treatment,new page,2.5
18970,treatment,new page,2.5
17321,treatment,new page,2.5
13214,control,old page,1
18111,treatment,new page,2.5
17336,treatment,new page,2
17830,treatment,new page,2.5
17972,treatment,new page,2
13255,control,old page,1
14784,control,old page,1
18546,treatment,new page,2.5
13913,control,old page,1
19750,treatment,new page,2
17680,treatment,new page,2.5
18856,treatment,new page,2
13912,control,old page,1.5
14453,control,old page,2
18136,treatment,new page,2
15325,control,old page,1.5
16195,control,old page,1.5
17847,treatment,new page,2.5
17928,treatment,new page,2.5
15047,control,old page,2.5
19320,treatment,new page,2
19337,treatment,new page,2.5
16749,treatment,new page,2.5
13059,control,old page,1.5
18855,treatment,new page,2
15563,control,old page,2.5
17775,treatment,new page,2.5
13545,control,old page,1
17712,treatment,new page,2.5
14748,control,old page,2.5
16165,control,old page,2.5
18883,treatment,new page,2.5
17960,treatment,new page,2
14252,control,old page,1.5
19837,treatment,new page,2
18785,treatment,new page,2.5
18570,treatment,new page,2.5
15046,control,old page,2.5
18677,treatment,new page,2
15467,control,old page,1
13273,control,old page,2
14019,control,old page,1.5
14061,control,old page,2.5
14493,control,old page,2.5
17890,treatment,new page,2
15235,control,old page,1
19389,treatment,new page,2.5
16336,control,old page,2
16963,treatment,new page,2.5
13979,control,old page,2
18918,treatment,new page,2.5
16669,treatment,new page,2
17339,treatment,new page,2.5
19418,treatment,new page,2.5
13129,control,old page,1
17552,treatment,new page,2.5
