id,group,page,converted
21131,treatment,new page,yes
22380,treatment,new page,no
12374,control,old page,no
18990,treatment,new page,no
12527,control,old page,no
12220,control,old page,yes
13300,control,old page,no
21905,treatment,new page,no
12551,control,old page,no
19882,treatment,new page,yes
13260,control,old page,no
21303,treatment,new page,no
20848,treatment,new page,yes
11988,control,old page,no
22033,treatment,new page,no
13038,control,old page,no
19924,treatment,new page,no
13072,control,old page,no
12758,control,old page,yes
12092,control,old page,yes
11939,control,old page,no
12645,control,old page,no
22076,treatment,new page,no
13229,control,old page,no
21445,treatment,new page,no
12653,control,old page,no
19689,treatment,new page,no
13079,control,old page,no
20748,treatment,new page,no
12206,control,old page,no
21633,treatment,new page,no
12905,control,old page,no
13073,control,old page,yes
22442,treatment,new page,yes
22361,treatment,new page,yes
22350,treatment,new page,no
19871,treatment,new page,no
13087,control,old page,no
12228,control,old page,no
21597,treatment,new page,no
12227,control,old page,yes
12904,control,old page,no
13189,control,old page,no
12505,control,old page,no
11972,control,old page,yes
12525,control,old page,no
21490,treatment,new page,no
12804,control,old page,no
21168,treatment,new page,yes
19884,treatment,new page,no
12123,control,old page,no
19144,treatment,new page,no
13139,control,old page,no
12431,control,old page,yes
12150,control,old page,no
13132,control,old page,no
13319,control,old page,no
19660,treatment,new page,no
12577,control,old page,no
19718,treatment,new page,no
21715,treatment,new page,yes
12381,control,old page,no
12066,control,old page,no
20077,treatment,new page,yes
19568,treatment,new page,yes
12817,control,old page,no
21409,treatment,new page,no
19523,treatment,new page,yes
21132,treatment,new page,no
12439,control,old page,no
12821,control,old page,yes
13455,control,old page,no
22095,treatment,new page,yes
13152,control,old page,no
13170,control,old page,no
12525,control,old page,no
19046,treatment,new page,no
12526,control,old page,yes
20621,treatment,new page,no
21435,treatment,new page,yes
12695,control,old page,yes
12581,control,old page,no
21908,treatment,new page,yes
18954,treatment,new page,no
12222,control,old page,yes
13205,control,old page,yes
12860,control,old page,no
22394,treatment,new page,yes
13368,control,old page,yes
20655,treatment,new page,no
11876,control,old page,no
12235,control,old page,no
19941,treatment,new page,no
12620,control,old page,yes
20180,treatment,new page,yes
12806,control,old page,no
19200,treatment,new page,no
19339,treatment,new page,no
19178,treatment,new page,no
19486,treatment,new page,no
19963,treatment,new page,no
20462,treatment,new page,yes
20373,treatment,new page,no
12840,control,old page,no
13450,control,old page,no
12918,control,old page,no
12058,control,old page,no
12364,control,old page,no
12029,control,old page,yes
12815,control,old page,yes
20091,treatment,new page,no
13339,control,old page,no
12131,control,old page,yes
12402,control,old page,yes
22103,treatment,new page,no
12550,control,old page,yes
13287,control,old page,yes
12053,control,old page,yes
20826,treatment,new page,no
20512,treatment,new page,no
13252,control,old page,yes
12160,control,old page,yes
12283,control,old page,no
13370,control,old page,yes
21382,treatment,new page,no
12405,control,old page,yes
12520,control,old page,no
20394,treatment,new page,no
20182,treatment,new page,no
12952,control,old page,no
21127,treatment,new page,no
12548,control,old page,no
13230,control,old page,yes
11943,control,old page,no
12273,control,old page,no
12922,control,old page,yes
20465,treatment,new page,no
12229,control,old page,no
21717,treatment,new page,no
13012,control,old page,no
13002,control,old page,no
12739,control,old page,no
19961,treatment,new page,no
21852,treatment,new page,no
18937,treatment,new page,no
12883,control,old page,yes
20291,treatment,new page,no
12403,control,old page,no
19811,treatment,new page,no
22401,treatment,new page,yes
12651,control,old page,no
21479,treatment,new page,no
19205,treatment,new page,no
12740,control,old page,yes
20072,treatment,new page,yes
13322,control,old page,no
12259,control,old page,no
13036,control,old page,no
21548,treatment,new page,yes
20693,treatment,new page,no
21702,treatment,new page,no
12038,control,old page,no
13173,control,old page,no
20616,treatment,new page,no
19749,treatment,new page,no
12025,control,old page,no
11891,control,old page,no
12405,control,old page,no
12714,control,old page,no
21076,treatment,new page,no
13259,control,old page,yes
11981,control,old page,yes
12342,control,old page,no
12607,control,old page,no
12083,control,old page,no
20775,treatment,new page,no
20597,treatment,new page,no
12338,control,old page,no
20067,treatment,new page,no
12093,control,old page,no
12920,control,old page,no
20158,treatment,new page,yes
19534,treatment,new page,yes
12660,control,old page,yes
13410,control,old page,no
11901,control,old page,no
21305,treatment,new page,no
12070,control,old page,yes
19072,treatment,new page,no
21696,treatment,new page,no
21881,treatment,new page,no
13191,control,old page,no
22052,treatment,new page,yes
19429,treatment,new page,yes
21679,treatment,new page,no
19464,treatment,new page,no
19930,treatment,new page,yes
22411,treatment,new page,no
22259,treatment,new page,no
21555,treatment,new page,no
19402,treatment,new page,yes
12178,control,old page,no
19397,treatment,new page,no
19852,treatment,new page,no
21042,treatment,new page,no
20438,treatment,new page,no
11986,control,old page,no
18901,treatment,new page,no
12903,control,old page,yes
13253,control,old page,no
12753,control,old page,yes
12898,control,old page,yes
12853,control,old page,no
19790,treatment,new page,no
12929,control,old page,no
20606,treatment,new page,no
21031,treatment,new page,no
21206,treatment,new page,no
11920,control,old page,no
12687,control,old page,no
12252,control,old page,no
12511,control,old page,no
19999,treatment,new page,yes
13351,control,old page,no
20221,treatment,new page,yes
22269,treatment,new page,no
20271,treatment,new page,no
21295,treatment,new page,no
12693,control,old page,no
20624,treatment,new page,no
13052,control,old page,no
12044,control,old page,no
19250,treatment,new page,no
20705,treatment,new page,no
21578,treatment,new page,no
22336,treatment,new page,no
21078,treatment,new page,no
21276,treatment,new page,no
20647,treatment,new page,yes
21219,treatment,new page,no
21558,treatment,new page,no
12617,control,old page,yes
20948,treatment,new page,no
12939,control,old page,no
12102,control,old page,yes
13010,control,old page,no
12359,control,old page,yes
13116,control,old page,no
12031,control,old page,no
12424,control,old page,yes
12886,control,old page,yes
11982,control,old page,no
20879,treatment,new page,yes
19070,treatment,new page,yes
11932,control,old page,yes
22194,treatment,new page,yes
20382,treatment,new page,no
21228,treatment,new page,no
12396,control,old page,no
12126,control,old page,no
20484,treatment,new page,no
21990,treatment,new page,no
12187,control,old page,no
12347,control,old page,no
12034,control,old page,no
12249,control,old page,yes
19115,treatment,new page,yes
12384,control,old page,no
12717,control,old page,yes
20500,treatment,new page,yes
19684,treatment,new page,yes
12143,control,old page,yes
21821,treatment,new page,no
19855,treatment,new page,no
13201,control,old page,yes
12447,control,old page,no
21712,treatment,new page,no
11917,control,old page,no
19551,treatment,new page,no
21686,treatment,new page,yes
12805,control,old page,yes
12351,control,old page,no
11881,control,old page,no
20110,treatment,new page,no
13283,control,old page,no
12499,control,old page,no
21934,treatment,new page,no
13162,control,old page,no
20522,treatment,new page,no
12356,control,old page,no
19682,treatment,new page,yes
21743,treatment,new page,yes
20585,treatment,new page,yes
22221,treatment,new page,no
21423,treatment,new page,no
13181,control,old page,yes
19879,treatment,new page,no
12189,control,old page,yes
19125,treatment,new page,yes
12315,control,old page,no
12036,control,old page,no
12194,control,old page,no
12410,control,old page,no
21854,treatment,new page,no
12370,control,old page,no
19888,treatment,new page,no
22110,treatment,new page,no
13078,control,old page,no
12440,control,old page,no
12337,control,old page,no
13362,control,old page,no
20532,treatment,new page,no
12852,control,old page,no
12456,control,old page,no
22295,treatment,new page,no
12475,control,old page,yes
20862,treatment,new page,yes
12624,control,old page,no
12611,control,old page,no
20987,treatment,new page,yes
21599,treatment,new page,no
12779,control,old page,no
12263,control,old page,no
21158,treatment,new page,no
19182,treatment,new page,no
20725,treatment,new page,yes
12199,control,old page,no
13431,control,old page,yes
12042,control,old page,no
13269,control,old page,no
19594,treatment,new page,no
21722,treatment,new page,yes
13247,control,old page,yes
20371,treatment,new page,no
20554,treatment,new page,no
18999,treatment,new page,no
20946,treatment,new page,no
21520,treatment,new page,no
13031,control,old page,no
22129,treatment,new page,yes
13442,control,old page,no
21283,treatment,new page,no
21825,treatment,new page,no
19735,treatment,new page,no
20614,treatment,new page,no
12115,control,old page,no
12894,control,old page,yes
12413,control,old page,no
13072,control,old page,no
22302,treatment,new page,yes
12628,control,old page,no
22132,treatment,new page,yes
21855,treatment,new page,yes
11893,control,old page,no
20361,treatment,new page,yes
12157,control,old page,no
21452,treatment,new page,no
11914,control,old page,no
21585,treatment,new page,no
22061,treatment,new page,no
21527,treatment,new page,no
21710,treatment,new page,no
12226,control,old page,no
11887,control,old page,no
19698,treatment,new page,no
12558,control,old page,no
12285,control,old page,no
22160,treatment,new page,no
21389,treatment,new page,no
13149,control,old page,no
20368,treatment,new page,no
12164,control,old page,yes
19004,treatment,new page,no
12433,control,old page,no
20823,treatment,new page,no
12396,control,old page,yes
12549,control,old page,no
19920,treatment,new page,no
21325,treatment,new page,no
12463,control,old page,no
21028,treatment,new page,no
19012,treatment,new page,yes
12340,control,old page,no
13040,control,old page,no
21250,treatment,new page,no
20212,treatment,new page,no
12400,control,old page,no
19988,treatment,new page,no
20746,treatment,new page,no
21373,treatment,new page,yes
13270,control,old page,no
13419,control,old page,no
19289,treatment,new page,no
19617,treatment,new page,no
12725,control,old page,no
12657,control,old page,yes
20154,treatment,new page,no
12085,control,old page,no
21496,treatment,new page,no
19722,treatment,new page,no
12328,control,old page,yes
12835,control,old page,no
22021,treatment,new page,no
13186,control,old page,yes
12169,control,old page,no
12539,control,old page,yes
12057,control,old page,no
13393,control,old page,no
12456,control,old page,no
12423,control,old page,yes
12201,control,old page,no
20115,treatment,new page,no
13108,control,old page,no
13066,control,old page,no
12682,control,old page,no
19954,treatment,new page,no
19739,treatment,new page,no
12510,control,old page,no
12332,control,old page,yes
20930,treatment,new page,no
20370,treatment,new page,no
12742,control,old page,yes
20741,treatment,new page,yes
13128,control,old page,no
19243,treatment,new page,no
20814,treatment,new page,no
13035,control,old page,no
13298,control,old page,yes
19833,treatment,new page,no
19558,treatment,new page,no
12562,control,old page,no
12355,control,old page,no
21637,treatment,new page,no
20156,treatment,new page,no
12926,control,old page,no
19908,treatment,new page,yes
12712,control,old page,no
13401,control,old page,no
19585,treatment,new page,yes
19643,treatment,new page,no
22329,treatment,new page,no
12301,control,old page,no
13030,control,old page,no
20780,treatment,new page,no
13315,control,old page,yes
12672,control,old page,no
19737,treatment,new page,no
21001,treatment,new page,no
22050,treatment,new page,no
20344,treatment,new page,no
12664,control,old page,no
18985,treatment,new page,yes
12491,control,old page,yes
12667,control,old page,no
13287,control,old page,no
13456,control,old page,no
21291,treatment,new page,no
19469,treatment,new page,no
21649,treatment,new page,no
21184,treatment,new page,no
12443,control,old page,no
21225,treatment,new page,no
19373,treatment,new page,no
19894,treatment,new page,yes
22385,treatment,new page,no
13276,control,old page,no
12764,control,old page,no
21691,treatment,new page,yes
13161,control,old page,yes
11938,control,old page,no
22155,treatment,new page,yes
22047,treatment,new page,yes
21739,treatment,new page,yes
12441,control,old page,no
22392,treatment,new page,no
21397,treatment,new page,no
13431,control,old page,no
13277,control,old page,yes
21789,treatment,new page,no
20917,treatment,new page,no
19787,treatment,new page,yes
13332,control,old page,yes
13042,control,old page,no
22199,treatment,new page,yes
12315,control,old page,yes
20778,treatment,new page,no
21931,treatment,new page,no
12969,control,old page,no
18886,treatment,new page,yes
22356,treatment,new page,yes
12884,control,old page,no
13058,control,old page,yes
12368,control,old page,no
12383,control,old page,no
12063,control,old page,no
13434,control,old page,no
12366,control,old page,no
12970,control,old page,no
21498,treatment,new page,no
13113,control,old page,yes
12892,control,old page,no
18997,treatment,new page,yes
13396,control,old page,yes
19706,treatment,new page,no
19149,treatment,new page,no
20896,treatment,new page,no
22334,treatment,new page,no
19238,treatment,new page,no
20571,treatment,new page,yes
13126,control,old page,no
12065,control,old page,yes
21753,treatment,new page,no
22384,treatment,new page,yes
12007,control,old page,no
21984,treatment,new page,no
12584,control,old page,no
13363,control,old page,yes
12963,control,old page,no
12807,control,old page,yes
13304,control,old page,no
11889,control,old page,no
19501,treatment,new page,no
13391,control,old page,no
22115,treatment,new page,no
19647,treatment,new page,no
12425,control,old page,no
19641,treatment,new page,no
19135,treatment,new page,yes
12831,control,old page,no
21433,treatment,new page,no
22124,treatment,new page,no
21502,treatment,new page,yes
12310,control,old page,yes
21809,treatment,new page,yes
11989,control,old page,no
12497,control,old page,yes
19226,treatment,new page,no
12673,control,old page,no
12571,control,old page,no
21989,treatment,new page,no
12728,control,old page,no
12940,control,old page,no
12487,control,old page,no
22069,treatment,new page,no
19744,treatment,new page,yes
13010,control,old page,no
21628,treatment,new page,no
21407,treatment,new page,no
12171,control,old page,no
21876,treatment,new page,no
12299,control,old page,no
13367,control,old page,no
20790,treatment,new page,yes
18983,treatment,new page,no
13208,control,old page,no
11909,control,old page,no
12914,control,old page,no
21883,treatment,new page,no
13130,control,old page,no
22249,treatment,new page,yes
18889,treatment,new page,no
21401,treatment,new page,yes
18881,treatment,new page,no
19768,treatment,new page,no
11967,control,old page,no
20048,treatment,new page,no
12326,control,old page,no
12449,control,old page,no
20100,treatment,new page,no
12274,control,old page,no
22326,treatment,new page,no
19087,treatment,new page,no
19465,treatment,new page,no
19351,treatment,new page,no
12153,control,old page,no
12145,control,old page,no
19971,treatment,new page,no
12258,control,old page,yes
21979,treatment,new page,no
20363,treatment,new page,yes
21267,treatment,new page,no
19482,treatment,new page,no
12670,control,old page,no
13236,control,old page,no
12168,control,old page,no
21478,treatment,new page,no
12306,control,old page,yes
12201,control,old page,no
19443,treatment,new page,no
12265,control,old page,no
13080,control,old page,yes
22276,treatment,new page,no
21700,treatment,new page,no
19091,treatment,new page,yes
12003,control,old page,no
20736,treatment,new page,no
12580,control,old page,no
21944,treatment,new page,no
13288,control,old page,yes
12714,control,old page,yes
20467,treatment,new page,no
20695,treatment,new page,no
12173,control,old page,no
12070,control,old page,yes
11973,control,old page,no
21166,treatment,new page,yes
19746,treatment,new page,no
12393,control,old page,no
12141,control,old page,no
20028,treatment,new page,yes
12291,control,old page,no
12900,control,old page,no
13414,control,old page,no
13147,control,old page,no
12579,control,old page,no
22102,treatment,new page,no
21857,treatment,new page,no
12984,control,old page,no
13174,control,old page,no
19175,treatment,new page,no
20312,treatment,new page,no
13077,control,old page,no
20023,treatment,new page,yes
20190,treatment,new page,yes
12738,control,old page,no
13296,control,old page,no
12640,control,old page,no
20573,treatment,new page,no
20002,treatment,new page,no
12669,control,old page,no
12980,control,old page,no
21891,treatment,new page,no
12420,control,old page,no
19050,treatment,new page,no
13441,control,old page,no
12516,control,old page,yes
21481,treatment,new page,yes
19665,treatment,new page,no
19132,treatment,new page,no
13166,control,old page,no
19937,treatment,new page,no
12993,control,old page,no
20163,treatment,new page,no
21014,treatment,new page,no
21201,treatment,new page,no
11897,control,old page,no
20686,treatment,new page,no
21160,treatment,new page,no
13388,control,old page,no
19498,treatment,new page,no
20903,treatment,new page,no
12191,control,old page,no
19694,treatment,new page,no
12896,control,old page,no
12214,control,old page,no
21956,treatment,new page,no
12045,control,old page,no
19380,treatment,new page,yes
12997,control,old page,yes
21281,treatment,new page,no
19628,treatment,new page,no
20327,treatment,new page,no
19264,treatment,new page,no
12727,control,old page,no
12218,control,old page,no
12325,control,old page,no
12557,control,old page,no
13333,control,old page,no
12813,control,old page,no
20895,treatment,new page,no
11931,control,old page,no
21671,treatment,new page,no
20228,treatment,new page,no
13151,control,old page,no
12169,control,old page,yes
12063,control,old page,no
19110,treatment,new page,yes
20194,treatment,new page,no
12121,control,old page,yes
21678,treatment,new page,no
13053,control,old page,no
12085,control,old page,no
19344,treatment,new page,no
20556,treatment,new page,no
12598,control,old page,no
12017,control,old page,no
22320,treatment,new page,yes
13155,control,old page,no
12203,control,old page,no
13179,control,old page,no
20007,treatment,new page,yes
20842,treatment,new page,no
20789,treatment,new page,yes
12037,control,old page,no
12379,control,old page,no
12881,control,old page,yes
12906,control,old page,no
12476,control,old page,yes
12448,control,old page,no
12044,control,old page,no
12841,control,old page,yes
12833,control,old page,no
20324,treatment,new page,no
22008,treatment,new page,no
12414,control,old page,yes
12982,control,old page,yes
13351,control,old page,no
12986,control,old page,yes
12115,control,old page,no
12202,control,old page,yes
20151,treatment,new page,yes
12378,control,old page,no
20016,treatment,new page,no
20045,treatment,new page,no
13342,control,old page,no
22216,treatment,new page,yes
22148,treatment,new page,no
19700,treatment,new page,no
19137,treatment,new page,yes
11992,control,old page,no
21965,treatment,new page,no
20905,treatment,new page,no
12276,control,old page,no
22037,treatment,new page,yes
19005,treatment,new page,no
20674,treatment,new page,no
20055,treatment,new page,no
13222,control,old page,no
21611,treatment,new page,no
13066,control,old page,no
21703,treatment,new page,yes
13266,control,old page,yes
19754,treatment,new page,no
19836,treatment,new page,no
12731,control,old page,no
12002,control,old page,no
13415,control,old page,yes
11890,control,old page,no
12613,control,old page,yes
19062,treatment,new page,yes
22264,treatment,new page,yes
12475,control,old page,yes
11907,control,old page,yes
21083,treatment,new page,no
12127,control,old page,no
12247,control,old page,no
20672,treatment,new page,yes
12360,control,old page,yes
13336,control,old page,no
12031,control,old page,no
13044,control,old page,no
22360,treatment,new page,no
12546,control,old page,yes
22208,treatment,new page,yes
21269,treatment,new page,yes
12980,control,old page,no
20300,treatment,new page,no
13141,control,old page,no
12983,control,old page,no
18876,treatment,new page,yes
20004,treatment,new page,no
12713,control,old page,no
19142,treatment,new page,yes
21248,treatment,new page,no
12484,control,old page,yes
12030,control,old page,no
20069,treatment,new page,yes
12172,control,old page,no
12642,control,old page,no
11943,control,old page,no
