id,group,pdp_page,engagement_time
29309,treatment,new page,1
32052,treatment,new page,1
16217,control,old page,2
18041,control,old page,2
32635,treatment,new page,1
29600,treatment,new page,1.5
13792,control,old page,2
20354,control,old page,2.5
21022,control,old page,2
33249,treatment,new page,1
15715,control,old page,2
20072,control,old page,2
22886,control,old page,2
34576,treatment,new page,1
27749,treatment,new page,1.5
19229,control,old page,2.5
28475,treatment,new page,1
27924,treatment,new page,1.5
19717,control,old page,2
30833,treatment,new page,1.5
32357,treatment,new page,1
19686,control,old page,2
16307,control,old page,2.5
23370,control,old page,2.5
28771,treatment,new page,1.5
17064,control,old page,2
25248,control,old page,2.5
32796,treatment,new page,1
32541,treatment,new page,1.5
13465,control,old page,2
29838,treatment,new page,1
32671,treatment,new page,1.5
29524,treatment,new page,1.5
12721,control,old page,2.5
31398,treatment,new page,1
24621,control,old page,2
29923,treatment,new page,1
32657,treatment,new page,1.5
20757,control,old page,2
19883,control,old page,2
27718,treatment,new page,1.5
27198,treatment,new page,1
15832,control,old page,2.5
13322,control,old page,2
21945,control,old page,2.5
19951,control,old page,2
16208,control,old page,2
22855,control,old page,2
28224,treatment,new page,1
13980,control,old page,2
29242,treatment,new page,1.5
28829,treatment,new page,1
12851,control,old page,2.5
31407,treatment,new page,1.5
30380,treatment,new page,1
21846,control,old page,2.5
24482,control,old page,2.5
24782,control,old page,2
21098,control,old page,2.5
25450,control,old page,2.5
17100,control,old page,2.5
27445,treatment,new page,1.5
25723,control,old page,2.5
29421,treatment,new page,1
26732,treatment,new page,1
17230,control,old page,2
23621,control,old page,2.5
32756,treatment,new page,1
19713,control,old page,2.5
16463,control,old page,2
12878,control,old page,2.5
24271,control,old page,2.5
30533,treatment,new page,1.5
33186,treatment,new page,1
14778,control,old page,2
19189,control,old page,2
20986,control,old page,2.5
17938,control,old page,2
30770,treatment,new page,1
23957,control,old page,2.5
17405,control,old page,2
31631,treatment,new page,1
15805,control,old page,2
15773,control,old page,2.5
29659,treatment,new page,1.5
21712,control,old page,2
31931,treatment,new page,1
25105,control,old page,2.5
14137,control,old page,2.5
20574,control,old page,2.5
26956,treatment,new page,1.5
18037,control,old page,2.5
14904,control,old page,2.5
31460,treatment,new page,1.5
25141,control,old page,2
25150,control,old page,2
25204,control,old page,2.5
27265,treatment,new page,1.5
30882,treatment,new page,1.5
23599,control,old page,2
22931,control,old page,2
26889,treatment,new page,1
27938,treatment,new page,1
16593,control,old page,2
20524,control,old page,2
28431,treatment,new page,1
22653,control,old page,2
32594,treatment,new page,1.5
23639,control,old page,2.5
29591,treatment,new page,1
24773,control,old page,2
30367,treatment,new page,1
32379,treatment,new page,1.5
18171,control,old page,2
23039,control,old page,2
13613,control,old page,2.5
29860,treatment,new page,1.5
28000,treatment,new page,1
14048,control,old page,2.5
13850,control,old page,2
32370,treatment,new page,1
24912,control,old page,2.5
29865,treatment,new page,1
27395,treatment,new page,1.5
34051,treatment,new page,1
25356,control,old page,2
19247,control,old page,2.5
13599,control,old page,2.5
22389,control,old page,2.5
30914,treatment,new page,1.5
22564,control,old page,2
18781,control,old page,2.5
29560,treatment,new page,1
30174,treatment,new page,1.5
25907,control,old page,2
32836,treatment,new page,1
25813,control,old page,2
16544,control,old page,2
29874,treatment,new page,1.5
17046,control,old page,2.5
20605,control,old page,2
33325,treatment,new page,1
19722,control,old page,2
32778,treatment,new page,1.5
15612,control,old page,2
17557,control,old page,2
31949,treatment,new page,1
21887,control,old page,2
23908,control,old page,2
21954,control,old page,2.5
33576,treatment,new page,1.5
29937,treatment,new page,1
29511,treatment,new page,1
20946,control,old page,2
33536,treatment,new page,1.5
32447,treatment,new page,1.5
23724,control,old page,2.5
25974,treatment,new page,1
15159,control,old page,2
17006,control,old page,2.5
26571,treatment,new page,1
17781,control,old page,2.5
18548,control,old page,2
19063,control,old page,2.5
29448,treatment,new page,1.5
27216,treatment,new page,1.5
22841,control,old page,2.5
17194,control,old page,2
26544,treatment,new page,1
21551,control,old page,2.5
19220,control,old page,2.5
27010,treatment,new page,1
14272,control,old page,2
19928,control,old page,2.5
12936,control,old page,2
18055,control,old page,2.5
19211,control,old page,2
34186,treatment,new page,1.5
14335,control,old page,2.5
20219,control,old page,2
25168,control,old page,2
20972,control,old page,2.5
17916,control,old page,2
25876,control,old page,2.5
34293,treatment,new page,1.5
20529,control,old page,2.5
20363,control,old page,2
17373,control,old page,2
18144,control,old page,2
12761,control,old page,2.5
26320,treatment,new page,1.5
24307,control,old page,2
31452,treatment,new page,1.5
23092,control,old page,2.5
19977,control,old page,2
30560,treatment,new page,1.5
17270,control,old page,2.5
31595,treatment,new page,1
29349,treatment,new page,1.5
33921,treatment,new page,1
14850,control,old page,2.5
13290,control,old page,2
21259,control,old page,2
23133,control,old page,2.5
23577,control,old page,2
12793,control,old page,2
16383,control,old page,2
17203,control,old page,2.5
32066,treatment,new page,1.5
30300,treatment,new page,1
16074,control,old page,2.5
13308,control,old page,2.5
34154,treatment,new page,1
28256,treatment,new page,1.5
30465,treatment,new page,1.5
29376,treatment,new page,1
30954,treatment,new page,1
25544,control,old page,2.5
33585,treatment,new page,1
13331,control,old page,2.5
22012,control,old page,2
32039,treatment,new page,1
25607,control,old page,2.5
19215,control,old page,2
18207,control,old page,2.5
29175,treatment,new page,1
15500,control,old page,2
34325,treatment,new page,1
15052,control,old page,2
16069,control,old page,2
34481,treatment,new page,1
13393,control,old page,2
14823,control,old page,2
18462,control,old page,2
18386,control,old page,2.5
14222,control,old page,2.5
17696,control,old page,2.5
33630,treatment,new page,1.5
19628,control,old page,2.5
19865,control,old page,2.5
15769,control,old page,2.5
27489,treatment,new page,1
17414,control,old page,2
31720,treatment,new page,1
19027,control,old page,2.5
19283,control,old page,2
17701,control,old page,2
14832,control,old page,2
15881,control,old page,2
16965,control,old page,2
17642,control,old page,2.5
13819,control,old page,2.5
17665,control,old page,2
18570,control,old page,2
22277,control,old page,2
23447,control,old page,2
24253,control,old page,2.5
17127,control,old page,2.5
24746,control,old page,2
24531,control,old page,2
27364,treatment,new page,1.5
33876,treatment,new page,1
28350,treatment,new page,1
33840,treatment,new page,1
29529,treatment,new page,1.5
12918,control,old page,2.5
20636,control,old page,2.5
31909,treatment,new page,1
22335,control,old page,2.5
26911,treatment,new page,1
30344,treatment,new page,1
27507,treatment,new page,1.5
30053,treatment,new page,1.5
13192,control,old page,2
33374,treatment,new page,1
19265,control,old page,2
15392,control,old page,2.5
14303,control,old page,2
27637,treatment,new page,1.5
18826,control,old page,2
30802,treatment,new page,1
33652,treatment,new page,1.5
21223,control,old page,2.5
13824,control,old page,2
32913,treatment,new page,1
28180,treatment,new page,1
25499,control,old page,2.5
31676,treatment,new page,1
22102,control,old page,2.5
20408,control,old page,2.5
28117,treatment,new page,1.5
13895,control,old page,2
28556,treatment,new page,1
30488,treatment,new page,1.5
28305,treatment,new page,1.5
19794,control,old page,2
12654,control,old page,2
13528,control,old page,2.5
17131,control,old page,2.5
20018,control,old page,2
22483,control,old page,2
33912,treatment,new page,1
13797,control,old page,2.5
31564,treatment,new page,1.5
17086,control,old page,2.5
15894,control,old page,2.5
26284,treatment,new page,1
18220,control,old page,2.5
22904,control,old page,2.5
33728,treatment,new page,1
33935,treatment,new page,1
24706,control,old page,2.5
22806,control,old page,2
26727,treatment,new page,1.5
21488,control,old page,2.5
18086,control,old page,2
24182,control,old page,2
17122,control,old page,2
18068,control,old page,2
31608,treatment,new page,1
12927,control,old page,2
30412,treatment,new page,1
23043,control,old page,2
13057,control,old page,2
25898,control,old page,2.5
29972,treatment,new page,1
30250,treatment,new page,1
28193,treatment,new page,1
28426,treatment,new page,1
30739,treatment,new page,1.5
31232,treatment,new page,1
13873,control,old page,2
25468,control,old page,2
14689,control,old page,2.5
30223,treatment,new page,1.5
29816,treatment,new page,1.5
31850,treatment,new page,1
32326,treatment,new page,1
17647,control,old page,2.5
27987,treatment,new page,1
26234,treatment,new page,1
32397,treatment,new page,1.5
15460,control,old page,2
15173,control,old page,2.5
21474,control,old page,2.5
20085,control,old page,2
16992,control,old page,2
20022,control,old page,2
15957,control,old page,2.5
31241,treatment,new page,1.5
15858,control,old page,2.5
20932,control,old page,2.5
27194,treatment,new page,1.5
33863,treatment,new page,1
22815,control,old page,2
18610,control,old page,2
28968,treatment,new page,1.5
26364,treatment,new page,1
26548,treatment,new page,1.5
23236,control,old page,2
21389,control,old page,2
27427,treatment,new page,1
19310,control,old page,2.5
26696,treatment,new page,1.5
20753,control,old page,2
14406,control,old page,2.5
27521,treatment,new page,1
25831,control,old page,2.5
18001,control,old page,2
26674,treatment,new page,1.5
13779,control,old page,2.5
16145,control,old page,2.5
17718,control,old page,2
15321,control,old page,2
18077,control,old page,2.5
21542,control,old page,2
26512,treatment,new page,1
21645,control,old page,2
21918,control,old page,2
33011,treatment,new page,1.5
33356,treatment,new page,1.5
27359,treatment,new page,1
29278,treatment,new page,1
27516,treatment,new page,1
12869,control,old page,2.5
24401,control,old page,2.5
13344,control,old page,2.5
16889,control,old page,2
20502,control,old page,2.5
18870,control,old page,2
24710,control,old page,2.5
33226,treatment,new page,1.5
23756,control,old page,2.5
28910,treatment,new page,1
15446,control,old page,2.5
30188,treatment,new page,1
28937,treatment,new page,1.5
19570,control,old page,2.5
13366,control,old page,2
22106,control,old page,2.5
18010,control,old page,2
30837,treatment,new page,1
17320,control,old page,2
21766,control,old page,2.5
33159,treatment,new page,1
24114,control,old page,2.5
19614,control,old page,2.5
28041,treatment,new page,1
26987,treatment,new page,1.5
26261,treatment,new page,1.5
24993,control,old page,2.5
34217,treatment,new page,1
12985,control,old page,2
15966,control,old page,2.5
25257,control,old page,2.5
24061,control,old page,2
18646,control,old page,2
20435,control,old page,2.5
15226,control,old page,2
21358,control,old page,2.5
23536,control,old page,2.5
28435,treatment,new page,1.5
33052,treatment,new page,1.5
13317,control,old page,2
20802,control,old page,2
22989,control,old page,2
15356,control,old page,2
24343,control,old page,2.5
23317,control,old page,2
33289,treatment,new page,1.5
23689,control,old page,2
17714,control,old page,2
29363,treatment,new page,1.5
29802,treatment,new page,1.5
23469,control,old page,2.5
16387,control,old page,2
34047,treatment,new page,1
22649,control,old page,2.5
32092,treatment,new page,1
13259,control,old page,2.5
14348,control,old page,2
30098,treatment,new page,1.5
18274,control,old page,2
20721,control,old page,2
34549,treatment,new page,1.5
29663,treatment,new page,1.5
30026,treatment,new page,1
20851,control,old page,2
14473,control,old page,2.5
17929,control,old page,2.5
12846,control,old page,2.5
18377,control,old page,2
18368,control,old page,2
31832,treatment,new page,1.5
18153,control,old page,2
31644,treatment,new page,1.5
29825,treatment,new page,1
32491,treatment,new page,1.5
16849,control,old page,2.5
27099,treatment,new page,1.5
22093,control,old page,2
33742,treatment,new page,1
34020,treatment,new page,1
19112,control,old page,2.5
19830,control,old page,2.5
26947,treatment,new page,1
25576,control,old page,2.5
29565,treatment,new page,1
24451,control,old page,2
31147,treatment,new page,1.5
25338,control,old page,2.5
24011,control,old page,2
16683,control,old page,2.5
32043,treatment,new page,1
34208,treatment,new page,1
30017,treatment,new page,1.5
24737,control,old page,2
23940,control,old page,2.5
15325,control,old page,2
30586,treatment,new page,1.5
19740,control,old page,2
14478,control,old page,2.5
15961,control,old page,2.5
19148,control,old page,2.5
31734,treatment,new page,1
14523,control,old page,2
26893,treatment,new page,1.5
16163,control,old page,2.5
14240,control,old page,2.5
20367,control,old page,2.5
16190,control,old page,2
31945,treatment,new page,1
33141,treatment,new page,1
29224,treatment,new page,1.5
25921,control,old page,2.5
25136,control,old page,2
25549,control,old page,2
31918,treatment,new page,1
16549,control,old page,2.5
25428,control,old page,2
13026,control,old page,2
17476,control,old page,2
30371,treatment,new page,1
17660,control,old page,2
30268,treatment,new page,1
27606,treatment,new page,1.5
26490,treatment,new page,1
15666,control,old page,2
24150,control,old page,2
23751,control,old page,2
17427,control,old page,2.5
21206,control,old page,2.5
32361,treatment,new page,1.5
16302,control,old page,2.5
31348,treatment,new page,1.5
16553,control,old page,2
32097,treatment,new page,1.5
30528,treatment,new page,1
16351,control,old page,2.5
26154,treatment,new page,1.5
31254,treatment,new page,1.5
12815,control,old page,2
32765,treatment,new page,1.5
17257,control,old page,2.5
29103,treatment,new page,1
13080,control,old page,2
26427,treatment,new page,1
22998,control,old page,2.5
21640,control,old page,2.5
27843,treatment,new page,1.5
14707,control,old page,2
25145,control,old page,2
33670,treatment,new page,1.5
21291,control,old page,2.5
32612,treatment,new page,1.5
34419,treatment,new page,1
17593,control,old page,2.5
16105,control,old page,2
25580,control,old page,2
14057,control,old page,2
33988,treatment,new page,1.5
17091,control,old page,2
21439,control,old page,2.5
25472,control,old page,2.5
26996,treatment,new page,1
25208,control,old page,2.5
34212,treatment,new page,1
27180,treatment,new page,1.5
20847,control,old page,2
13348,control,old page,2.5
18391,control,old page,2.5
22671,control,old page,2.5
22026,control,old page,2.5
26651,treatment,new page,1.5
31053,treatment,new page,1
25880,control,old page,2.5
22178,control,old page,2.5
29466,treatment,new page,1.5
18628,control,old page,2.5
13487,control,old page,2.5
25347,control,old page,2.5
32478,treatment,new page,1
22205,control,old page,2.5
20744,control,old page,2.5
22720,control,old page,2.5
28856,treatment,new page,1
22039,control,old page,2
12752,control,old page,2.5
16710,control,old page,2.5
15137,control,old page,2.5
28614,treatment,new page,1
26517,treatment,new page,1.5
16504,control,old page,2
16038,control,old page,2
22680,control,old page,2
15070,control,old page,2
22873,control,old page,2.5
32482,treatment,new page,1.5
23554,control,old page,2.5
19749,control,old page,2.5
33486,treatment,new page,1
31559,treatment,new page,1
20686,control,old page,2.5
17494,control,old page,2
22380,control,old page,2
22936,control,old page,2.5
19874,control,old page,2.5
27861,treatment,new page,1.5
24500,control,old page,2.5
29457,treatment,new page,1
13205,control,old page,2
21891,control,old page,2.5
24675,control,old page,2.5
32294,treatment,new page,1
20600,control,old page,2.5
17584,control,old page,2
27969,treatment,new page,1
22891,control,old page,2.5
27046,treatment,new page,1.5
15984,control,old page,2.5
21241,control,old page,2
18117,control,old page,2
14698,control,old page,2
31747,treatment,new page,1.5
17261,control,old page,2.5
24383,control,old page,2
31187,treatment,new page,1.5
23025,control,old page,2.5
29296,treatment,new page,1.5
24921,control,old page,2
18373,control,old page,2.5
25701,control,old page,2.5
34087,treatment,new page,1
24594,control,old page,2.5
16437,control,old page,2
16764,control,old page,2.5
24908,control,old page,2
23321,control,old page,2.5
15374,control,old page,2.5
27471,treatment,new page,1
20255,control,old page,2
16831,control,old page,2.5
14989,control,old page,2
30035,treatment,new page,1.5
19077,control,old page,2
17490,control,old page,2
31088,treatment,new page,1.5
22156,control,old page,2.5
14532,control,old page,2
14025,control,old page,2.5
31465,treatment,new page,1
14178,control,old page,2
20789,control,old page,2.5
23635,control,old page,2.5
13469,control,old page,2
23057,control,old page,2
31653,treatment,new page,1
18050,control,old page,2
12685,control,old page,2.5
27211,treatment,new page,1
22631,control,old page,2.5
30331,treatment,new page,1.5
30604,treatment,new page,1
28561,treatment,new page,1
19094,control,old page,2
16974,control,old page,2.5
25060,control,old page,2
30542,treatment,new page,1
22187,control,old page,2
21681,control,old page,2.5
31936,treatment,new page,1
22770,control,old page,2.5
27664,treatment,new page,1.5
27081,treatment,new page,1.5
24334,control,old page,2
18413,control,old page,2.5
26131,treatment,new page,1.5
15092,control,old page,2
19879,control,old page,2
21143,control,old page,2.5
27153,treatment,new page,1
33675,treatment,new page,1.5
27834,treatment,new page,1
15563,control,old page,2
16813,control,old page,2
23653,control,old page,2
23482,control,old page,2
12649,control,old page,2.5
18758,control,old page,2
29556,treatment,new page,1.5
23904,control,old page,2.5
24047,control,old page,2
15182,control,old page,2.5
26701,treatment,new page,1.5
27256,treatment,new page,1
12923,control,old page,2.5
25038,control,old page,2.5
16172,control,old page,2.5
16697,control,old page,2.5
17095,control,old page,2.5
19153,control,old page,2
29076,treatment,new page,1.5
28870,treatment,new page,1.5
25163,control,old page,2
34195,treatment,new page,1.5
16042,control,old page,2.5
23070,control,old page,2.5
13017,control,old page,2.5
29367,treatment,new page,1
22465,control,old page,2
33406,treatment,new page,1.5
27704,treatment,new page,1.5
23379,control,old page,2
24123,control,old page,2
18790,control,old page,2.5
28892,treatment,new page,1.5
34078,treatment,new page,1.5
13653,control,old page,2.5
30439,treatment,new page,1
23500,control,old page,2.5
22747,control,old page,2
14231,control,old page,2
33527,treatment,new page,1
30407,treatment,new page,1.5
34033,treatment,new page,1.5
13035,control,old page,2
17571,control,old page,2.5
24661,control,old page,2.5
18185,control,old page,2.5
27001,treatment,new page,1.5
18104,control,old page,2.5
14724,control,old page,2.5
25410,control,old page,2
33849,treatment,new page,1
14756,control,old page,2
15388,control,old page,2
21111,control,old page,2
28005,treatment,new page,1.5
26297,treatment,new page,1.5
29381,treatment,new page,1.5
19198,control,old page,2
13362,control,old page,2.5
16405,control,old page,2
28072,treatment,new page,1
15271,control,old page,2.5
21425,control,old page,2
31236,treatment,new page,1.5
19659,control,old page,2.5
20627,control,old page,2
17553,control,old page,2.5
29206,treatment,new page,1.5
28726,treatment,new page,1
33392,treatment,new page,1.5
21627,control,old page,2
13339,control,old page,2
29273,treatment,new page,1
28906,treatment,new page,1.5
31384,treatment,new page,1
30219,treatment,new page,1
20730,control,old page,2.5
19798,control,old page,2
25320,control,old page,2
33388,treatment,new page,1
30752,treatment,new page,1
27799,treatment,new page,1
17678,control,old page,2
17736,control,old page,2.5
17445,control,old page,2.5
23276,control,old page,2.5
26019,treatment,new page,1.5
29009,treatment,new page,1
15670,control,old page,2.5
34396,treatment,new page,1
32805,treatment,new page,1.5
30761,treatment,new page,1
22599,control,old page,2.5
18476,control,old page,2
14447,control,old page,2.5
24800,control,old page,2.5
30905,treatment,new page,1
14653,control,old page,2.5
26279,treatment,new page,1.5
23944,control,old page,2
32971,treatment,new page,1
21201,control,old page,2
29305,treatment,new page,1
29574,treatment,new page,1
31864,treatment,new page,1
13133,control,old page,2.5
17817,control,old page,2.5
20327,control,old page,2.5
33616,treatment,new page,1
13841,control,old page,2
31353,treatment,new page,1.5
13967,control,old page,2.5
27068,treatment,new page,1.5
16939,control,old page,2
28816,treatment,new page,1
17243,control,old page,2.5
27225,treatment,new page,1.5
27978,treatment,new page,1.5
18431,control,old page,2.5
29121,treatment,new page,1
21941,control,old page,2.5
24670,control,old page,2.5
21232,control,old page,2
32603,treatment,new page,1.5
14321,control,old page,2.5
26754,treatment,new page,1
19726,control,old page,2
23330,control,old page,2.5
19511,control,old page,2
33594,treatment,new page,1
17952,control,old page,2.5
29063,treatment,new page,1.5
18418,control,old page,2
23792,control,old page,2
15074,control,old page,2.5
32908,treatment,new page,1
14966,control,old page,2
16723,control,old page,2
22129,control,old page,2.5
31420,treatment,new page,1
24603,control,old page,2.5
31640,treatment,new page,1
27270,treatment,new page,1.5
28301,treatment,new page,1
26575,treatment,new page,1
29215,treatment,new page,1.5
21443,control,old page,2
30963,treatment,new page,1.5
17472,control,old page,2.5
27852,treatment,new page,1
17866,control,old page,2.5
22976,control,old page,2.5
31649,treatment,new page,1.5
17302,control,old page,2.5
17804,control,old page,2.5
13523,control,old page,2.5
29896,treatment,new page,1.5
26817,treatment,new page,1
26584,treatment,new page,1.5
18095,control,old page,2.5
24312,control,old page,2.5
19915,control,old page,2.5
32787,treatment,new page,1.5
25593,control,old page,2.5
29650,treatment,new page,1
27557,treatment,new page,1
26669,treatment,new page,1
31958,treatment,new page,1.5
32590,treatment,new page,1.5
17548,control,old page,2
26925,treatment,new page,1.5
29085,treatment,new page,1
23801,control,old page,2
16320,control,old page,2.5
31416,treatment,new page,1.5
31841,treatment,new page,1.5
34495,treatment,new page,1
24944,control,old page,2
28596,treatment,new page,1.5
16298,control,old page,2.5
14998,control,old page,2
14908,control,old page,2.5
30537,treatment,new page,1
16602,control,old page,2
19762,control,old page,2.5
17069,control,old page,2.5
16647,control,old page,2.5
21770,control,old page,2.5
31895,treatment,new page,1.5
28480,treatment,new page,1
34127,treatment,new page,1.5
13281,control,old page,2.5
33612,treatment,new page,1
19162,control,old page,2.5
22913,control,old page,2
19413,control,old page,2.5
31940,treatment,new page,1
29269,treatment,new page,1.5
33563,treatment,new page,1.5
27203,treatment,new page,1.5
29331,treatment,new page,1
18064,control,old page,2
22272,control,old page,2
28682,treatment,new page,1
25768,control,old page,2
24002,control,old page,2.5
13635,control,old page,2.5
34307,treatment,new page,1
24208,control,old page,2
20484,control,old page,2.5
19328,control,old page,2
28610,treatment,new page,1.5
23299,control,old page,2
30846,treatment,new page,1.5
34289,treatment,new page,1.5
27140,treatment,new page,1
27776,treatment,new page,1
31581,treatment,new page,1.5
22496,control,old page,2
29394,treatment,new page,1
31953,treatment,new page,1.5
28377,treatment,new page,1
33845,treatment,new page,1.5
18225,control,old page,2.5
14680,control,old page,2
15939,control,old page,2
16674,control,old page,2
12613,control,old page,2
16150,control,old page,2.5
23411,control,old page,2.5
29251,treatment,new page,1
29188,treatment,new page,1
30631,treatment,new page,1
18149,control,old page,2
26678,treatment,new page,1.5
29677,treatment,new page,1
22792,control,old page,2
25284,control,old page,2.5
21600,control,old page,2.5
25965,control,old page,2
20977,control,old page,2
22622,control,old page,2
30994,treatment,new page,1
31505,treatment,new page,1
24374,control,old page,2
30766,treatment,new page,1.5
19655,control,old page,2
17683,control,old page,2.5
18552,control,old page,2.5
24939,control,old page,2.5
29018,treatment,new page,1.5
33056,treatment,new page,1
28834,treatment,new page,1.5
14088,control,old page,2
18292,control,old page,2
13945,control,old page,2.5
21833,control,old page,2.5
19166,control,old page,2.5
13483,control,old page,2
24079,control,old page,2.5
26813,treatment,new page,1.5
28489,treatment,new page,1
22008,control,old page,2.5
28090,treatment,new page,1.5
14599,control,old page,2
32464,treatment,new page,1.5
19224,control,old page,2
30864,treatment,new page,1
30259,treatment,new page,1.5
34499,treatment,new page,1
13474,control,old page,2
12788,control,old page,2
22555,control,old page,2
27292,treatment,new page,1
16338,control,old page,2
23980,control,old page,2
15746,control,old page,2.5
18601,control,old page,2.5
34096,treatment,new page,1
26566,treatment,new page,1.5
18884,control,old page,2.5
25732,control,old page,2.5
18767,control,old page,2
19319,control,old page,2.5
23671,control,old page,2.5
17544,control,old page,2.5
21192,control,old page,2
34333,treatment,new page,1
21214,control,old page,2
19404,control,old page,2
21864,control,old page,2
32729,treatment,new page,1
21905,control,old page,2
26866,treatment,new page,1.5
33693,treatment,new page,1.5
14420,control,old page,2.5
29475,treatment,new page,1.5
31496,treatment,new page,1
26952,treatment,new page,1
23258,control,old page,2.5
27404,treatment,new page,1.5
23626,control,old page,2
14917,control,old page,2
20031,control,old page,2.5
28094,treatment,new page,1
18794,control,old page,2.5
19574,control,old page,2.5
25647,control,old page,2.5
26060,treatment,new page,1
33926,treatment,new page,1
15953,control,old page,2.5
29708,treatment,new page,1.5
29842,treatment,new page,1.5
17996,control,old page,2.5
24984,control,old page,2.5
16620,control,old page,2.5
12712,control,old page,2.5
19171,control,old page,2.5
12950,control,old page,2
27005,treatment,new page,1.5
19260,control,old page,2.5
31586,treatment,new page,1.5
31555,treatment,new page,1.5
33890,treatment,new page,1
29340,treatment,new page,1.5
16091,control,old page,2.5
26992,treatment,new page,1.5
25392,control,old page,2.5
32868,treatment,new page,1
26714,treatment,new page,1.5
24858,control,old page,2.5
22608,control,old page,2.5
33697,treatment,new page,1.5
22062,control,old page,2
27301,treatment,new page,1
25867,control,old page,2.5
14254,control,old page,2.5
25562,control,old page,2.5
32016,treatment,new page,1
21967,control,old page,2
31550,treatment,new page,1.5
12954,control,old page,2.5
29193,treatment,new page,1.5
26615,treatment,new page,1
29748,treatment,new page,1
23877,control,old page,2
20981,control,old page,2.5
13546,control,old page,2.5
30784,treatment,new page,1.5
21528,control,old page,2.5
27279,treatment,new page,1
14187,control,old page,2.5
30667,treatment,new page,1
15540,control,old page,2.5
22322,control,old page,2
23294,control,old page,2.5
30716,treatment,new page,1.5
32258,treatment,new page,1
19825,control,old page,2.5
26145,treatment,new page,1.5
33204,treatment,new page,1
22586,control,old page,2.5
22044,control,old page,2.5
13662,control,old page,2.5
29995,treatment,new page,1.5
23810,control,old page,2
16096,control,old page,2
19395,control,old page,2.5
14151,control,old page,2
21116,control,old page,2.5
14819,control,old page,2
29470,treatment,new page,1
26539,treatment,new page,1.5
20726,control,old page,2
17620,control,old page,2
14796,control,old page,2
29609,treatment,new page,1
19605,control,old page,2.5
32989,treatment,new page,1
25611,control,old page,2.5
14729,control,old page,2.5
33070,treatment,new page,1
25230,control,old page,2
31487,treatment,new page,1
30828,treatment,new page,1.5
19552,control,old page,2
25705,control,old page,2.5
24540,control,old page,2
30452,treatment,new page,1
12873,control,old page,2
17208,control,old page,2
13676,control,old page,2
26687,treatment,new page,1.5
15235,control,old page,2
21268,control,old page,2
20780,control,old page,2.5
18471,control,old page,2
22774,control,old page,2.5
26871,treatment,new page,1
24486,control,old page,2.5
34042,treatment,new page,1
19946,control,old page,2
30205,treatment,new page,1.5
28847,treatment,new page,1.5
33267,treatment,new page,1.5
33200,treatment,new page,1.5
23496,control,old page,2.5
30152,treatment,new page,1.5
23334,control,old page,2.5
28372,treatment,new page,1.5
18929,control,old page,2.5
15061,control,old page,2.5
27857,treatment,new page,1.5
31030,treatment,new page,1
17983,control,old page,2.5
13949,control,old page,2
19018,control,old page,2
13142,control,old page,2.5
26916,treatment,new page,1.5
22447,control,old page,2
21815,control,old page,2
18503,control,old page,2.5
15464,control,old page,2
29040,treatment,new page,1
31277,treatment,new page,1
17539,control,old page,2.5
33917,treatment,new page,1.5
20282,control,old page,2
33769,treatment,new page,1.5
21053,control,old page,2.5
24760,control,old page,2
15168,control,old page,2.5
24953,control,old page,2.5
15778,control,old page,2
20390,control,old page,2
23881,control,old page,2
30282,treatment,new page,1
25871,control,old page,2
16244,control,old page,2
26216,treatment,new page,1.5
15903,control,old page,2
12757,control,old page,2.5
19619,control,old page,2.5
20291,control,old page,2
19207,control,old page,2.5
14545,control,old page,2
18897,control,old page,2.5
18830,control,old page,2.5
21761,control,old page,2.5
13752,control,old page,2
15428,control,old page,2
31752,treatment,new page,1.5
27624,treatment,new page,1
18687,control,old page,2
20677,control,old page,2
33222,treatment,new page,1
32317,treatment,new page,1.5
15455,control,old page,2
30058,treatment,new page,1
21394,control,old page,2
15338,control,old page,2.5
31259,treatment,new page,1.5
20206,control,old page,2.5
13720,control,old page,2.5
15110,control,old page,2
19861,control,old page,2.5
19323,control,old page,2
13707,control,old page,2
20699,control,old page,2
33836,treatment,new page,1.5
22604,control,old page,2
34513,treatment,new page,1.5
18893,control,old page,2
26857,treatment,new page,1.5
14733,control,old page,2
28417,treatment,new page,1
14671,control,old page,2.5
23594,control,old page,2.5
26692,treatment,new page,1.5
32343,treatment,new page,1.5
28587,treatment,new page,1.5
26642,treatment,new page,1.5
14299,control,old page,2
26387,treatment,new page,1.5
16670,control,old page,2
16688,control,old page,2.5
22909,control,old page,2.5
21448,control,old page,2.5
15912,control,old page,2.5
26069,treatment,new page,1
21721,control,old page,2.5
25096,control,old page,2.5
24724,control,old page,2
21080,control,old page,2
14554,control,old page,2.5
20739,control,old page,2.5
24285,control,old page,2
25773,control,old page,2.5
20417,control,old page,2.5
23030,control,old page,2
15316,control,old page,2.5
22071,control,old page,2.5
14630,control,old page,2.5
21058,control,old page,2
19529,control,old page,2
27575,treatment,new page,1
19955,control,old page,2
25078,control,old page,2.5
18324,control,old page,2
29762,treatment,new page,1
18122,control,old page,2.5
18131,control,old page,2
31962,treatment,new page,1.5
28807,treatment,new page,1
29807,treatment,new page,1.5
27297,treatment,new page,1.5
32393,treatment,new page,1.5
33648,treatment,new page,1.5
23048,control,old page,2.5
33509,treatment,new page,1
15549,control,old page,2.5
34244,treatment,new page,1
14913,control,old page,2
